Model,DPO2012,,,,,,
Firmware Version,1.39,,,,,,
,,,,,,,
Point Format,Y,,,,,,
Horizontal Units,S,,,,,,
Horizontal Scale,4,,,,,,
Sample Interval,0.00768049,,,,,,
Filter Frequency,14,,,,,,
Record Length,5200,,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,,,
Probe Attenuation,1,,1,,,,
Vertical Units,V,,V,,,,
Vertical Offset,0,,0,,,,
Vertical Scale,0.1,,5,,,,
Label,,,,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,,,
6.76E-01,-0.2,-0.212,-13.8,-14,,6.76E-01,-0.2
6.84E-01,-0.2,-0.192,-13.8,-13.6,,6.84E-01,-0.2
6.91E-01,-0.2,-0.212,-13.8,-14,,6.91E-01,-0.2
6.99E-01,-0.2,-0.196,-13.8,-13.6,,6.99E-01,-0.2
7.07E-01,-0.2,-0.208,-13.8,-14,,7.07E-01,-0.2
7.14E-01,-0.204,-0.196,-13.8,-13.6,,7.14E-01,-0.204
7.22E-01,-0.204,-0.208,-13.8,-14,,7.22E-01,-0.204
7.30E-01,-0.204,-0.196,-13.8,-13.6,,7.30E-01,-0.204
7.37E-01,-0.204,-0.212,-13.8,-14,,7.37E-01,-0.204
7.45E-01,-0.204,-0.196,-13.8,-13.6,,7.45E-01,-0.204
7.53E-01,-0.204,-0.212,-13.8,-14,,7.53E-01,-0.204
7.60E-01,-0.204,-0.196,-13.8,-13.6,,7.60E-01,-0.204
7.68E-01,-0.204,-0.212,-13.8,-14,,7.68E-01,-0.204
7.76E-01,-0.204,-0.196,-13.8,-13.6,,7.76E-01,-0.204
7.83E-01,-0.204,-0.212,-13.8,-14,,7.83E-01,-0.204
7.91E-01,-0.204,-0.188,-13.8,-13.6,,7.91E-01,-0.204
7.99E-01,-0.204,-0.216,-13.8,-14,,7.99E-01,-0.204
8.06E-01,-0.204,-0.192,-13.8,-13.6,,8.06E-01,-0.204
8.14E-01,-0.204,-0.212,-13.8,-14,,8.14E-01,-0.204
8.22E-01,-0.204,-0.196,-13.8,-13.6,,8.22E-01,-0.204
8.29E-01,-0.204,-0.212,-13.8,-14,,8.29E-01,-0.204
8.37E-01,-0.204,-0.192,-13.8,-13.6,,8.37E-01,-0.204
8.45E-01,-0.204,-0.212,-13.8,-14,,8.45E-01,-0.204
8.53E-01,-0.204,-0.196,-13.8,-13.6,,8.53E-01,-0.204
8.60E-01,-0.204,-0.212,-13.8,-14,,8.60E-01,-0.204
8.68E-01,-0.204,-0.196,-13.8,-13.6,,8.68E-01,-0.204
8.76E-01,-0.204,-0.212,-13.8,-14,,8.76E-01,-0.204
8.83E-01,-0.204,-0.196,-13.8,-13.6,,8.83E-01,-0.204
8.91E-01,-0.204,-0.212,-13.8,-14,,8.91E-01,-0.204
8.99E-01,-0.204,-0.196,-13.8,-13.6,,8.99E-01,-0.204
9.06E-01,-0.204,-0.212,-13.8,-14,,9.06E-01,-0.204
9.14E-01,-0.204,-0.196,-13.8,-13.6,,9.14E-01,-0.204
9.22E-01,-0.204,-0.212,-13.8,-14.2,,9.22E-01,-0.204
9.29E-01,-0.204,-0.196,-13.8,-13.6,,9.29E-01,-0.204
9.37E-01,-0.204,-0.212,-13.8,-14,,9.37E-01,-0.204
9.45E-01,-0.204,-0.196,-13.8,-13.6,,9.45E-01,-0.204
9.52E-01,-0.204,-0.212,-13.8,-14.2,,9.52E-01,-0.204
9.60E-01,-0.204,-0.192,-13.8,-13.6,,9.60E-01,-0.204
9.68E-01,-0.204,-0.216,-13.8,-14.2,,9.68E-01,-0.204
9.75E-01,-0.204,-0.196,-13.8,-13.6,,9.75E-01,-0.204
9.83E-01,-0.204,-0.212,-13.8,-14.2,,9.83E-01,-0.204
9.91E-01,-0.204,-0.192,-13.8,-13.6,,9.91E-01,-0.204
9.98E-01,-0.204,-0.216,-14,-14.2,,9.98E-01,-0.204
1.01E+00,-0.204,-0.196,-14,-13.6,,1.01E+00,-0.204
1.01E+00,-0.204,-0.212,-14,-14.2,,1.01E+00,-0.204
1.02E+00,-0.204,-0.196,-14,-13.6,,1.02E+00,-0.204
1.03E+00,-0.204,-0.212,-14,-14.2,,1.03E+00,-0.204
1.04E+00,-0.204,-0.196,-14,-13.8,,1.04E+00,-0.204
1.04E+00,-0.204,-0.212,-14,-14.2,,1.04E+00,-0.204
1.05E+00,-0.204,-0.196,-14,-13.6,,1.05E+00,-0.204
1.06E+00,-0.204,-0.212,-14,-14.2,,1.06E+00,-0.204
1.07E+00,-0.204,-0.196,-14,-13.8,,1.07E+00,-0.204
1.08E+00,-0.204,-0.212,-14,-14.2,,1.08E+00,-0.204
1.08E+00,-0.204,-0.196,-14,-13.8,,1.08E+00,-0.204
1.09E+00,-0.204,-0.212,-14,-14.2,,1.09E+00,-0.204
1.10E+00,-0.204,-0.196,-14,-13.8,,1.10E+00,-0.204
1.11E+00,-0.204,-0.212,-14,-14.2,,1.11E+00,-0.204
1.11E+00,-0.204,-0.192,-14,-13.8,,1.11E+00,-0.204
1.12E+00,-0.204,-0.216,-14,-14.2,,1.12E+00,-0.204
1.13E+00,-0.204,-0.196,-14,-13.8,,1.13E+00,-0.204
1.14E+00,-0.204,-0.216,-14,-14.2,,1.14E+00,-0.204
1.14E+00,-0.204,-0.196,-14,-13.8,,1.14E+00,-0.204
1.15E+00,-0.204,-0.212,-14,-14.2,,1.15E+00,-0.204
1.16E+00,-0.204,-0.196,-14,-13.8,,1.16E+00,-0.204
1.17E+00,-0.204,-0.216,-14,-14.2,,1.17E+00,-0.204
1.18E+00,-0.204,-0.196,-14,-13.8,,1.18E+00,-0.204
1.18E+00,-0.204,-0.212,-14,-14.2,,1.18E+00,-0.204
1.19E+00,-0.204,-0.196,-14,-13.8,,1.19E+00,-0.204
1.20E+00,-0.204,-0.212,-14,-14.2,,1.20E+00,-0.204
1.21E+00,-0.204,-0.196,-14,-13.8,,1.21E+00,-0.204
1.21E+00,-0.204,-0.212,-14,-14.2,,1.21E+00,-0.204
1.22E+00,-0.204,-0.196,-14,-13.8,,1.22E+00,-0.204
1.23E+00,-0.204,-0.212,-14,-14.2,,1.23E+00,-0.204
1.24E+00,-0.204,-0.196,-14,-13.8,,1.24E+00,-0.204
1.24E+00,-0.204,-0.212,-14,-14.2,,1.24E+00,-0.204
1.25E+00,-0.204,-0.196,-14,-13.8,,1.25E+00,-0.204
1.26E+00,-0.204,-0.212,-14,-14.4,,1.26E+00,-0.204
1.27E+00,-0.204,-0.196,-14,-13.8,,1.27E+00,-0.204
1.28E+00,-0.204,-0.216,-14,-14.2,,1.28E+00,-0.204
1.28E+00,-0.204,-0.196,-14,-13.8,,1.28E+00,-0.204
1.29E+00,-0.204,-0.22,-14,-14.2,,1.29E+00,-0.204
1.30E+00,-0.204,-0.196,-14,-13.8,,1.30E+00,-0.204
1.31E+00,-0.204,-0.216,-14,-14.2,,1.31E+00,-0.204
1.31E+00,-0.204,-0.192,-14,-13.8,,1.31E+00,-0.204
1.32E+00,-0.204,-0.216,-14,-14.2,,1.32E+00,-0.204
1.33E+00,-0.204,-0.2,-14,-13.8,,1.33E+00,-0.204
1.34E+00,-0.204,-0.212,-14,-14.4,,1.34E+00,-0.204
1.34E+00,-0.204,-0.2,-14,-13.8,,1.34E+00,-0.204
1.35E+00,-0.204,-0.216,-14,-14.4,,1.35E+00,-0.204
1.36E+00,-0.204,-0.2,-14,-13.8,,1.36E+00,-0.204
1.37E+00,-0.208,-0.216,-14,-14.4,,1.37E+00,-0.208
1.37E+00,-0.208,-0.2,-14,-13.8,,1.37E+00,-0.208
1.38E+00,-0.208,-0.216,-14,-14.4,,1.38E+00,-0.208
1.39E+00,-0.208,-0.2,-14,-13.8,,1.39E+00,-0.208
1.40E+00,-0.208,-0.216,-14,-14.4,,1.40E+00,-0.208
1.41E+00,-0.208,-0.2,-14.2,-13.8,,1.41E+00,-0.208
1.41E+00,-0.208,-0.216,-14.2,-14.4,,1.41E+00,-0.208
1.42E+00,-0.208,-0.196,-14.2,-13.8,,1.42E+00,-0.208
1.43E+00,-0.208,-0.216,-14.2,-14.4,,1.43E+00,-0.208
1.44E+00,-0.208,-0.192,-14.2,-13.8,,1.44E+00,-0.208
1.44E+00,-0.208,-0.22,-14.2,-14.4,,1.44E+00,-0.208
1.45E+00,-0.208,-0.2,-14.2,-13.8,,1.45E+00,-0.208
1.46E+00,-0.208,-0.216,-14.2,-14.4,,1.46E+00,-0.208
1.47E+00,-0.208,-0.196,-14.2,-13.8,,1.47E+00,-0.208
1.47E+00,-0.208,-0.216,-14.2,-14.4,,1.47E+00,-0.208
1.48E+00,-0.208,-0.196,-14.2,-14,,1.48E+00,-0.208
1.49E+00,-0.208,-0.216,-14.2,-14.4,,1.49E+00,-0.208
1.50E+00,-0.208,-0.2,-14.2,-14,,1.50E+00,-0.208
1.51E+00,-0.208,-0.216,-14.2,-14.4,,1.51E+00,-0.208
1.51E+00,-0.208,-0.2,-14.2,-14,,1.51E+00,-0.208
1.52E+00,-0.208,-0.216,-14.2,-14.4,,1.52E+00,-0.208
1.53E+00,-0.208,-0.2,-14.2,-14,,1.53E+00,-0.208
1.54E+00,-0.208,-0.216,-14.2,-14.4,,1.54E+00,-0.208
1.54E+00,-0.208,-0.2,-14.2,-14,,1.54E+00,-0.208
1.55E+00,-0.208,-0.216,-14.2,-14.4,,1.55E+00,-0.208
1.56E+00,-0.208,-0.2,-14.2,-14,,1.56E+00,-0.208
1.57E+00,-0.208,-0.216,-14.2,-14.4,,1.57E+00,-0.208
1.57E+00,-0.208,-0.2,-14.2,-14,,1.57E+00,-0.208
1.58E+00,-0.208,-0.216,-14.2,-14.4,,1.58E+00,-0.208
1.59E+00,-0.208,-0.196,-14.2,-14,,1.59E+00,-0.208
1.60E+00,-0.208,-0.22,-14.2,-14.4,,1.60E+00,-0.208
1.61E+00,-0.208,-0.196,-14.2,-14,,1.61E+00,-0.208
1.61E+00,-0.208,-0.216,-14.2,-14.4,,1.61E+00,-0.208
1.62E+00,-0.208,-0.196,-14.2,-14,,1.62E+00,-0.208
1.63E+00,-0.208,-0.216,-14.2,-14.4,,1.63E+00,-0.208
1.64E+00,-0.208,-0.196,-14.2,-14,,1.64E+00,-0.208
1.64E+00,-0.208,-0.216,-14.2,-14.4,,1.64E+00,-0.208
1.65E+00,-0.208,-0.2,-14.2,-14,,1.65E+00,-0.208
1.66E+00,-0.208,-0.216,-14.2,-14.4,,1.66E+00,-0.208
1.67E+00,-0.208,-0.2,-14.2,-14,,1.67E+00,-0.208
1.67E+00,-0.208,-0.216,-14.2,-14.4,,1.67E+00,-0.208
1.68E+00,-0.208,-0.2,-14.2,-14,,1.68E+00,-0.208
1.69E+00,-0.208,-0.216,-14.2,-14.4,,1.69E+00,-0.208
1.70E+00,-0.208,-0.2,-14.2,-14,,1.70E+00,-0.208
1.71E+00,-0.208,-0.216,-14.2,-14.4,,1.71E+00,-0.208
1.71E+00,-0.208,-0.2,-14.2,-14,,1.71E+00,-0.208
1.72E+00,-0.208,-0.216,-14.2,-14.6,,1.72E+00,-0.208
1.73E+00,-0.208,-0.2,-14.2,-14,,1.73E+00,-0.208
1.74E+00,-0.208,-0.216,-14.2,-14.6,,1.74E+00,-0.208
1.74E+00,-0.208,-0.2,-14.2,-14,,1.74E+00,-0.208
1.75E+00,-0.208,-0.216,-14.2,-14.6,,1.75E+00,-0.208
1.76E+00,-0.208,-0.196,-14.2,-14,,1.76E+00,-0.208
1.77E+00,-0.208,-0.22,-14.4,-14.6,,1.77E+00,-0.208
1.77E+00,-0.208,-0.2,-14.4,-14,,1.77E+00,-0.208
1.78E+00,-0.208,-0.216,-14.4,-14.6,,1.78E+00,-0.208
1.79E+00,-0.208,-0.2,-14.4,-14,,1.79E+00,-0.208
1.80E+00,-0.208,-0.22,-14.4,-14.6,,1.80E+00,-0.208
1.80E+00,-0.208,-0.2,-14.4,-14,,1.80E+00,-0.208
1.81E+00,-0.208,-0.216,-14.4,-14.6,,1.81E+00,-0.208
1.82E+00,-0.208,-0.2,-14.4,-14,,1.82E+00,-0.208
1.83E+00,-0.208,-0.216,-14.4,-14.6,,1.83E+00,-0.208
1.84E+00,-0.208,-0.2,-14.4,-14,,1.84E+00,-0.208
1.84E+00,-0.208,-0.216,-14.4,-14.6,,1.84E+00,-0.208
1.85E+00,-0.208,-0.2,-14.4,-14,,1.85E+00,-0.208
1.86E+00,-0.208,-0.216,-14.4,-14.6,,1.86E+00,-0.208
1.87E+00,-0.208,-0.2,-14.4,-14,,1.87E+00,-0.208
1.87E+00,-0.208,-0.216,-14.4,-14.6,,1.87E+00,-0.208
1.88E+00,-0.208,-0.2,-14.4,-14.2,,1.88E+00,-0.208
1.89E+00,-0.208,-0.22,-14.4,-14.6,,1.89E+00,-0.208
1.90E+00,-0.212,-0.2,-14.4,-14.2,,1.90E+00,-0.212
1.90E+00,-0.212,-0.22,-14.4,-14.6,,1.90E+00,-0.212
1.91E+00,-0.212,-0.196,-14.4,-14.2,,1.91E+00,-0.212
1.92E+00,-0.212,-0.22,-14.4,-14.6,,1.92E+00,-0.212
1.93E+00,-0.212,-0.2,-14.4,-14.2,,1.93E+00,-0.212
1.94E+00,-0.212,-0.224,-14.4,-14.6,,1.94E+00,-0.212
1.94E+00,-0.212,-0.204,-14.4,-14.2,,1.94E+00,-0.212
1.95E+00,-0.212,-0.22,-14.4,-14.6,,1.95E+00,-0.212
1.96E+00,-0.212,-0.2,-14.4,-14.2,,1.96E+00,-0.212
1.97E+00,-0.212,-0.22,-14.4,-14.6,,1.97E+00,-0.212
1.97E+00,-0.212,-0.204,-14.4,-14.2,,1.97E+00,-0.212
1.98E+00,-0.212,-0.22,-14.4,-14.6,,1.98E+00,-0.212
1.99E+00,-0.212,-0.204,-14.4,-14.2,,1.99E+00,-0.212
2.00E+00,-0.212,-0.22,-14.4,-14.6,,2.00E+00,-0.212
2.00E+00,-0.212,-0.204,-14.4,-14.2,,2.00E+00,-0.212
2.01E+00,-0.212,-0.22,-14.4,-14.6,,2.01E+00,-0.212
2.02E+00,-0.212,-0.204,-14.4,-14.2,,2.02E+00,-0.212
2.03E+00,-0.212,-0.22,-14.4,-14.6,,2.03E+00,-0.212
2.04E+00,-0.212,-0.204,-14.4,-14.2,,2.04E+00,-0.212
2.04E+00,-0.212,-0.22,-14.4,-14.6,,2.04E+00,-0.212
2.05E+00,-0.212,-0.204,-14.4,-14.2,,2.05E+00,-0.212
2.06E+00,-0.212,-0.22,-14.4,-14.6,,2.06E+00,-0.212
2.07E+00,-0.212,-0.2,-14.4,-14.2,,2.07E+00,-0.212
2.07E+00,-0.212,-0.22,-14.4,-14.6,,2.07E+00,-0.212
2.08E+00,-0.212,-0.2,-14.4,-14.2,,2.08E+00,-0.212
2.09E+00,-0.212,-0.224,-14.4,-14.8,,2.09E+00,-0.212
2.10E+00,-0.212,-0.2,-14.4,-14.2,,2.10E+00,-0.212
2.10E+00,-0.212,-0.22,-14.4,-14.8,,2.10E+00,-0.212
2.11E+00,-0.212,-0.204,-14.4,-14.2,,2.11E+00,-0.212
2.12E+00,-0.212,-0.22,-14.4,-14.8,,2.12E+00,-0.212
2.13E+00,-0.212,-0.204,-14.4,-14.2,,2.13E+00,-0.212
2.14E+00,-0.212,-0.22,-14.4,-14.8,,2.14E+00,-0.212
2.14E+00,-0.212,-0.204,-14.4,-14.2,,2.14E+00,-0.212
2.15E+00,-0.212,-0.22,-14.4,-14.8,,2.15E+00,-0.212
2.16E+00,-0.212,-0.204,-14.4,-14.2,,2.16E+00,-0.212
2.17E+00,-0.212,-0.22,-14.4,-14.8,,2.17E+00,-0.212
2.17E+00,-0.212,-0.204,-14.4,-14.2,,2.17E+00,-0.212
2.18E+00,-0.212,-0.22,-14.6,-14.8,,2.18E+00,-0.212
2.19E+00,-0.212,-0.204,-14.6,-14.2,,2.19E+00,-0.212
2.20E+00,-0.212,-0.22,-14.6,-14.8,,2.20E+00,-0.212
2.20E+00,-0.212,-0.204,-14.6,-14.2,,2.20E+00,-0.212
2.21E+00,-0.212,-0.22,-14.6,-14.8,,2.21E+00,-0.212
2.22E+00,-0.212,-0.204,-14.6,-14.2,,2.22E+00,-0.212
2.23E+00,-0.212,-0.22,-14.6,-14.8,,2.23E+00,-0.212
2.24E+00,-0.212,-0.2,-14.6,-14.4,,2.24E+00,-0.212
2.24E+00,-0.212,-0.224,-14.6,-14.8,,2.24E+00,-0.212
2.25E+00,-0.212,-0.204,-14.6,-14.4,,2.25E+00,-0.212
2.26E+00,-0.212,-0.224,-14.6,-14.8,,2.26E+00,-0.212
2.27E+00,-0.212,-0.204,-14.6,-14.4,,2.27E+00,-0.212
2.27E+00,-0.212,-0.224,-14.6,-14.8,,2.27E+00,-0.212
2.28E+00,-0.212,-0.204,-14.6,-14.4,,2.28E+00,-0.212
2.29E+00,-0.212,-0.224,-14.6,-14.8,,2.29E+00,-0.212
2.30E+00,-0.212,-0.204,-14.6,-14.4,,2.30E+00,-0.212
2.30E+00,-0.212,-0.22,-14.6,-14.8,,2.30E+00,-0.212
2.31E+00,-0.212,-0.204,-14.6,-14.4,,2.31E+00,-0.212
2.32E+00,-0.212,-0.224,-14.6,-14.8,,2.32E+00,-0.212
2.33E+00,-0.212,-0.208,-14.6,-14.4,,2.33E+00,-0.212
2.33E+00,-0.212,-0.224,-14.6,-14.8,,2.33E+00,-0.212
2.34E+00,-0.216,-0.208,-14.6,-14.4,,2.34E+00,-0.216
2.35E+00,-0.216,-0.224,-14.6,-14.8,,2.35E+00,-0.216
2.36E+00,-0.216,-0.208,-14.6,-14.4,,2.36E+00,-0.216
2.37E+00,-0.216,-0.224,-14.6,-14.8,,2.37E+00,-0.216
2.37E+00,-0.216,-0.208,-14.6,-14.4,,2.37E+00,-0.216
2.38E+00,-0.216,-0.224,-14.6,-14.8,,2.38E+00,-0.216
2.39E+00,-0.216,-0.204,-14.6,-14.4,,2.39E+00,-0.216
2.40E+00,-0.216,-0.228,-14.6,-14.8,,2.40E+00,-0.216
2.40E+00,-0.216,-0.204,-14.6,-14.4,,2.40E+00,-0.216
2.41E+00,-0.216,-0.224,-14.6,-14.8,,2.41E+00,-0.216
2.42E+00,-0.216,-0.204,-14.6,-14.4,,2.42E+00,-0.216
2.43E+00,-0.216,-0.224,-14.6,-14.8,,2.43E+00,-0.216
2.43E+00,-0.216,-0.204,-14.6,-14.4,,2.43E+00,-0.216
2.44E+00,-0.216,-0.224,-14.6,-14.8,,2.44E+00,-0.216
2.45E+00,-0.216,-0.208,-14.6,-14.4,,2.45E+00,-0.216
2.46E+00,-0.216,-0.224,-14.6,-15,,2.46E+00,-0.216
2.47E+00,-0.216,-0.208,-14.6,-14.4,,2.47E+00,-0.216
2.47E+00,-0.216,-0.224,-14.6,-15,,2.47E+00,-0.216
2.48E+00,-0.216,-0.208,-14.6,-14.4,,2.48E+00,-0.216
2.49E+00,-0.216,-0.224,-14.6,-15,,2.49E+00,-0.216
2.50E+00,-0.216,-0.208,-14.6,-14.4,,2.50E+00,-0.216
2.50E+00,-0.216,-0.224,-14.6,-15,,2.50E+00,-0.216
2.51E+00,-0.216,-0.208,-14.6,-14.4,,2.51E+00,-0.216
2.52E+00,-0.216,-0.224,-14.6,-15,,2.52E+00,-0.216
2.53E+00,-0.216,-0.208,-14.6,-14.4,,2.53E+00,-0.216
2.53E+00,-0.216,-0.224,-14.8,-15,,2.53E+00,-0.216
2.54E+00,-0.216,-0.208,-14.8,-14.4,,2.54E+00,-0.216
2.55E+00,-0.216,-0.228,-14.8,-15,,2.55E+00,-0.216
2.56E+00,-0.216,-0.204,-14.8,-14.4,,2.56E+00,-0.216
2.57E+00,-0.216,-0.232,-14.8,-15,,2.57E+00,-0.216
2.57E+00,-0.216,-0.208,-14.8,-14.4,,2.57E+00,-0.216
2.58E+00,-0.216,-0.224,-14.8,-15,,2.58E+00,-0.216
2.59E+00,-0.216,-0.208,-14.8,-14.4,,2.59E+00,-0.216
2.60E+00,-0.216,-0.228,-14.8,-15,,2.60E+00,-0.216
2.60E+00,-0.216,-0.208,-14.8,-14.4,,2.60E+00,-0.216
2.61E+00,-0.216,-0.224,-14.8,-15,,2.61E+00,-0.216
2.62E+00,-0.216,-0.208,-14.8,-14.4,,2.62E+00,-0.216
2.63E+00,-0.216,-0.228,-14.8,-15,,2.63E+00,-0.216
2.63E+00,-0.216,-0.208,-14.8,-14.6,,2.63E+00,-0.216
2.64E+00,-0.216,-0.224,-14.8,-15,,2.64E+00,-0.216
2.65E+00,-0.216,-0.212,-14.8,-14.6,,2.65E+00,-0.216
2.66E+00,-0.216,-0.228,-14.8,-15,,2.66E+00,-0.216
2.67E+00,-0.216,-0.208,-14.8,-14.6,,2.67E+00,-0.216
2.67E+00,-0.216,-0.224,-14.8,-15,,2.67E+00,-0.216
2.68E+00,-0.22,-0.212,-14.8,-14.6,,2.68E+00,-0.22
2.69E+00,-0.22,-0.228,-14.8,-15,,2.69E+00,-0.22
2.70E+00,-0.22,-0.208,-14.8,-14.6,,2.70E+00,-0.22
2.70E+00,-0.22,-0.228,-14.8,-15,,2.70E+00,-0.22
2.71E+00,-0.22,-0.204,-14.8,-14.6,,2.71E+00,-0.22
2.72E+00,-0.22,-0.228,-14.8,-15,,2.72E+00,-0.22
2.73E+00,-0.22,-0.208,-14.8,-14.6,,2.73E+00,-0.22
2.73E+00,-0.22,-0.228,-14.8,-15,,2.73E+00,-0.22
2.74E+00,-0.22,-0.212,-14.8,-14.6,,2.74E+00,-0.22
2.75E+00,-0.22,-0.228,-14.8,-15,,2.75E+00,-0.22
2.76E+00,-0.22,-0.208,-14.8,-14.6,,2.76E+00,-0.22
2.77E+00,-0.22,-0.228,-14.8,-15,,2.77E+00,-0.22
2.77E+00,-0.22,-0.212,-14.8,-14.6,,2.77E+00,-0.22
2.78E+00,-0.22,-0.228,-14.8,-15,,2.78E+00,-0.22
2.79E+00,-0.22,-0.212,-14.8,-14.6,,2.79E+00,-0.22
2.80E+00,-0.22,-0.228,-14.8,-15,,2.80E+00,-0.22
2.80E+00,-0.22,-0.212,-14.8,-14.6,,2.80E+00,-0.22
2.81E+00,-0.22,-0.228,-14.8,-15,,2.81E+00,-0.22
2.82E+00,-0.22,-0.212,-14.8,-14.6,,2.82E+00,-0.22
2.83E+00,-0.22,-0.228,-14.8,-15.2,,2.83E+00,-0.22
2.83E+00,-0.22,-0.212,-14.8,-14.6,,2.83E+00,-0.22
2.84E+00,-0.22,-0.228,-14.8,-15.2,,2.84E+00,-0.22
2.85E+00,-0.22,-0.216,-14.8,-14.6,,2.85E+00,-0.22
2.86E+00,-0.22,-0.228,-14.8,-15.2,,2.86E+00,-0.22
2.86E+00,-0.22,-0.212,-14.8,-14.6,,2.86E+00,-0.22
2.87E+00,-0.224,-0.232,-14.8,-15.2,,2.87E+00,-0.224
2.88E+00,-0.224,-0.212,-14.8,-14.6,,2.88E+00,-0.224
2.89E+00,-0.224,-0.232,-14.8,-15.2,,2.89E+00,-0.224
2.90E+00,-0.224,-0.212,-14.8,-14.6,,2.90E+00,-0.224
2.90E+00,-0.224,-0.232,-14.8,-15.2,,2.90E+00,-0.224
2.91E+00,-0.224,-0.212,-15,-14.6,,2.91E+00,-0.224
2.92E+00,-0.224,-0.232,-15,-15.2,,2.92E+00,-0.224
2.93E+00,-0.224,-0.216,-15,-14.6,,2.93E+00,-0.224
2.93E+00,-0.224,-0.232,-15,-15.2,,2.93E+00,-0.224
2.94E+00,-0.224,-0.216,-15,-14.6,,2.94E+00,-0.224
2.95E+00,-0.224,-0.232,-15,-15.2,,2.95E+00,-0.224
2.96E+00,-0.224,-0.216,-15,-14.6,,2.96E+00,-0.224
2.96E+00,-0.224,-0.232,-15,-15.2,,2.96E+00,-0.224
2.97E+00,-0.224,-0.216,-15,-14.6,,2.97E+00,-0.224
2.98E+00,-0.224,-0.232,-15,-15.2,,2.98E+00,-0.224
2.99E+00,-0.224,-0.22,-15,-14.6,,2.99E+00,-0.224
3.00E+00,-0.224,-0.232,-15,-15.2,,3.00E+00,-0.224
3.00E+00,-0.224,-0.216,-15,-14.6,,3.00E+00,-0.224
3.01E+00,-0.224,-0.232,-15,-15.2,,3.01E+00,-0.224
3.02E+00,-0.224,-0.216,-15,-14.8,,3.02E+00,-0.224
3.03E+00,-0.228,-0.232,-15,-15.2,,3.03E+00,-0.228
3.03E+00,-0.228,-0.216,-15,-14.8,,3.03E+00,-0.228
3.04E+00,-0.228,-0.236,-15,-15.2,,3.04E+00,-0.228
3.05E+00,-0.228,-0.216,-15,-14.8,,3.05E+00,-0.228
3.06E+00,-0.228,-0.236,-15,-15.2,,3.06E+00,-0.228
3.06E+00,-0.228,-0.216,-15,-14.8,,3.06E+00,-0.228
3.07E+00,-0.228,-0.236,-15,-15.2,,3.07E+00,-0.228
3.08E+00,-0.228,-0.22,-15,-14.8,,3.08E+00,-0.228
3.09E+00,-0.228,-0.236,-15,-15.2,,3.09E+00,-0.228
3.10E+00,-0.228,-0.22,-15,-14.8,,3.10E+00,-0.228
3.10E+00,-0.228,-0.236,-15,-15.2,,3.10E+00,-0.228
3.11E+00,-0.228,-0.22,-15,-14.8,,3.11E+00,-0.228
3.12E+00,-0.228,-0.236,-15,-15.2,,3.12E+00,-0.228
3.13E+00,-0.228,-0.22,-15,-14.8,,3.13E+00,-0.228
3.13E+00,-0.228,-0.236,-15,-15.2,,3.13E+00,-0.228
3.14E+00,-0.228,-0.224,-15,-14.8,,3.14E+00,-0.228
3.15E+00,-0.232,-0.24,-15,-15.2,,3.15E+00,-0.232
3.16E+00,-0.232,-0.224,-15,-14.8,,3.16E+00,-0.232
3.16E+00,-0.232,-0.24,-15,-15.2,,3.16E+00,-0.232
3.17E+00,-0.232,-0.224,-15,-14.8,,3.17E+00,-0.232
3.18E+00,-0.232,-0.24,-15,-15.2,,3.18E+00,-0.232
3.19E+00,-0.232,-0.22,-15,-14.8,,3.19E+00,-0.232
3.20E+00,-0.232,-0.244,-15,-15.2,,3.20E+00,-0.232
3.20E+00,-0.232,-0.22,-15,-14.8,,3.20E+00,-0.232
3.21E+00,-0.232,-0.248,-15,-15.4,,3.21E+00,-0.232
3.22E+00,-0.232,-0.224,-15,-14.8,,3.22E+00,-0.232
3.23E+00,-0.232,-0.24,-15,-15.4,,3.23E+00,-0.232
3.23E+00,-0.232,-0.22,-15,-14.8,,3.23E+00,-0.232
3.24E+00,-0.236,-0.244,-15,-15.4,,3.24E+00,-0.236
3.25E+00,-0.236,-0.228,-15,-14.8,,3.25E+00,-0.236
3.26E+00,-0.236,-0.244,-15,-15.4,,3.26E+00,-0.236
3.26E+00,-0.236,-0.228,-15,-14.8,,3.26E+00,-0.236
3.27E+00,-0.236,-0.244,-15,-15.4,,3.27E+00,-0.236
3.28E+00,-0.236,-0.228,-15.2,-14.8,,3.28E+00,-0.236
3.29E+00,-0.236,-0.244,-15.2,-15.4,,3.29E+00,-0.236
3.29E+00,-0.236,-0.228,-15.2,-14.8,,3.29E+00,-0.236
3.30E+00,-0.236,-0.244,-15.2,-15.4,,3.30E+00,-0.236
3.31E+00,-0.236,-0.232,-15.2,-14.8,,3.31E+00,-0.236
3.32E+00,-0.24,-0.248,-15.2,-15.4,,3.32E+00,-0.24
3.33E+00,-0.24,-0.232,-15.2,-14.8,,3.33E+00,-0.24
3.33E+00,-0.24,-0.248,-15.2,-15.4,,3.33E+00,-0.24
3.34E+00,-0.24,-0.232,-15.2,-14.8,,3.34E+00,-0.24
3.35E+00,-0.24,-0.252,-15.2,-15.4,,3.35E+00,-0.24
3.36E+00,-0.24,-0.228,-15.2,-14.8,,3.36E+00,-0.24
3.36E+00,-0.24,-0.252,-15.2,-15.4,,3.36E+00,-0.24
