Model,DPO2012,,,,,,
Firmware Version,1.39,,,,,,
,,,,,,,
Point Format,Y,,,,,,
Horizontal Units,S,,,,,,
Horizontal Scale,4,,,,,,
Sample Interval,0.00768049,,,,,,
Filter Frequency,14,,,,,,
Record Length,5200,,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,,,
Probe Attenuation,1,,1,,,,
Vertical Units,V,,V,,,,
Vertical Offset,0,,0,,,,
Vertical Scale,0.1,,5,,,,
Label,,,,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,,,
-7.91E+00,-0.388,-0.396,-19.6,-20,,-7.91E+00,-0.388
-7.90E+00,-0.388,-0.384,-19.8,-19.6,,-7.90E+00,-0.388
-7.90E+00,-0.388,-0.396,-19.8,-20,,-7.90E+00,-0.388
-7.89E+00,-0.388,-0.384,-19.8,-19.6,,-7.89E+00,-0.388
-7.88E+00,-0.388,-0.396,-19.8,-20,,-7.88E+00,-0.388
-7.87E+00,-0.388,-0.384,-19.8,-19.6,,-7.87E+00,-0.388
-7.86E+00,-0.388,-0.4,-19.8,-20,,-7.86E+00,-0.388
-7.86E+00,-0.388,-0.384,-19.8,-19.6,,-7.86E+00,-0.388
-7.85E+00,-0.392,-0.396,-19.8,-20,,-7.85E+00,-0.392
-7.84E+00,-0.392,-0.38,-19.8,-19.6,,-7.84E+00,-0.392
-7.83E+00,-0.392,-0.396,-19.8,-20,,-7.83E+00,-0.392
-7.83E+00,-0.392,-0.376,-19.8,-19.6,,-7.83E+00,-0.392
-7.82E+00,-0.392,-0.4,-19.8,-20,,-7.82E+00,-0.392
-7.81E+00,-0.392,-0.384,-19.8,-19.6,,-7.81E+00,-0.392
-7.80E+00,-0.392,-0.4,-19.8,-20,,-7.80E+00,-0.392
-7.80E+00,-0.392,-0.38,-19.8,-19.6,,-7.80E+00,-0.392
-7.79E+00,-0.392,-0.4,-19.8,-20,,-7.79E+00,-0.392
-7.78E+00,-0.392,-0.384,-19.8,-19.6,,-7.78E+00,-0.392
-7.77E+00,-0.392,-0.4,-19.8,-20,,-7.77E+00,-0.392
-7.77E+00,-0.392,-0.384,-19.8,-19.6,,-7.77E+00,-0.392
-7.76E+00,-0.392,-0.4,-19.8,-20,,-7.76E+00,-0.392
-7.75E+00,-0.392,-0.384,-19.8,-19.6,,-7.75E+00,-0.392
-7.74E+00,-0.392,-0.4,-19.8,-20,,-7.74E+00,-0.392
-7.73E+00,-0.392,-0.384,-19.8,-19.6,,-7.73E+00,-0.392
-7.73E+00,-0.392,-0.4,-19.8,-20,,-7.73E+00,-0.392
-7.72E+00,-0.392,-0.384,-19.8,-19.6,,-7.72E+00,-0.392
-7.71E+00,-0.392,-0.4,-19.8,-20,,-7.71E+00,-0.392
-7.70E+00,-0.392,-0.388,-19.8,-19.6,,-7.70E+00,-0.392
-7.70E+00,-0.392,-0.4,-19.8,-20,,-7.70E+00,-0.392
-7.69E+00,-0.392,-0.384,-19.8,-19.6,,-7.69E+00,-0.392
-7.68E+00,-0.392,-0.4,-19.8,-20,,-7.68E+00,-0.392
-7.67E+00,-0.392,-0.384,-19.8,-19.6,,-7.67E+00,-0.392
-7.67E+00,-0.392,-0.408,-19.8,-20,,-7.67E+00,-0.392
-7.66E+00,-0.392,-0.388,-19.8,-19.6,,-7.66E+00,-0.392
-7.65E+00,-0.392,-0.404,-19.8,-20,,-7.65E+00,-0.392
-7.64E+00,-0.392,-0.384,-19.8,-19.6,,-7.64E+00,-0.392
-7.63E+00,-0.392,-0.404,-19.8,-20,,-7.63E+00,-0.392
-7.63E+00,-0.396,-0.384,-19.8,-19.6,,-7.63E+00,-0.396
-7.62E+00,-0.396,-0.4,-19.8,-20,,-7.62E+00,-0.396
-7.61E+00,-0.396,-0.388,-19.8,-19.6,,-7.61E+00,-0.396
-7.60E+00,-0.396,-0.404,-19.8,-20,,-7.60E+00,-0.396
-7.60E+00,-0.396,-0.388,-19.8,-19.6,,-7.60E+00,-0.396
-7.59E+00,-0.396,-0.404,-19.8,-20,,-7.59E+00,-0.396
-7.58E+00,-0.396,-0.388,-19.8,-19.6,,-7.58E+00,-0.396
-7.57E+00,-0.396,-0.404,-19.8,-20,,-7.57E+00,-0.396
-7.57E+00,-0.396,-0.388,-19.8,-19.6,,-7.57E+00,-0.396
-7.56E+00,-0.396,-0.404,-19.8,-20,,-7.56E+00,-0.396
-7.55E+00,-0.396,-0.388,-19.8,-19.6,,-7.55E+00,-0.396
-7.54E+00,-0.396,-0.404,-19.8,-20,,-7.54E+00,-0.396
-7.53E+00,-0.396,-0.388,-20,-19.8,,-7.53E+00,-0.396
-7.53E+00,-0.396,-0.404,-20,-20,,-7.53E+00,-0.396
-7.52E+00,-0.396,-0.384,-20,-19.8,,-7.52E+00,-0.396
-7.51E+00,-0.396,-0.408,-20,-20.2,,-7.51E+00,-0.396
-7.50E+00,-0.396,-0.388,-20,-19.8,,-7.50E+00,-0.396
-7.50E+00,-0.396,-0.404,-20,-20,,-7.50E+00,-0.396
-7.49E+00,-0.396,-0.388,-20,-19.8,,-7.49E+00,-0.396
-7.48E+00,-0.396,-0.404,-20,-20.2,,-7.48E+00,-0.396
-7.47E+00,-0.396,-0.388,-20,-19.8,,-7.47E+00,-0.396
-7.47E+00,-0.396,-0.404,-20,-20.2,,-7.47E+00,-0.396
-7.46E+00,-0.396,-0.388,-20,-19.8,,-7.46E+00,-0.396
-7.45E+00,-0.396,-0.404,-20,-20.2,,-7.45E+00,-0.396
-7.44E+00,-0.396,-0.388,-20,-19.8,,-7.44E+00,-0.396
-7.43E+00,-0.396,-0.404,-20,-20.2,,-7.43E+00,-0.396
-7.43E+00,-0.396,-0.388,-20,-19.8,,-7.43E+00,-0.396
-7.42E+00,-0.396,-0.404,-20,-20.2,,-7.42E+00,-0.396
-7.41E+00,-0.396,-0.388,-20,-19.8,,-7.41E+00,-0.396
-7.40E+00,-0.396,-0.404,-20,-20.2,,-7.40E+00,-0.396
-7.40E+00,-0.396,-0.388,-20,-19.8,,-7.40E+00,-0.396
-7.39E+00,-0.396,-0.404,-20,-20.2,,-7.39E+00,-0.396
-7.38E+00,-0.396,-0.388,-20,-19.8,,-7.38E+00,-0.396
-7.37E+00,-0.396,-0.408,-20,-20.2,,-7.37E+00,-0.396
-7.37E+00,-0.396,-0.388,-20,-19.8,,-7.37E+00,-0.396
-7.36E+00,-0.396,-0.404,-20,-20.2,,-7.36E+00,-0.396
-7.35E+00,-0.396,-0.384,-20,-19.8,,-7.35E+00,-0.396
-7.34E+00,-0.396,-0.408,-20,-20.2,,-7.34E+00,-0.396
-7.33E+00,-0.396,-0.388,-20,-19.8,,-7.33E+00,-0.396
-7.33E+00,-0.396,-0.404,-20,-20.2,,-7.33E+00,-0.396
-7.32E+00,-0.396,-0.384,-20,-19.8,,-7.32E+00,-0.396
-7.31E+00,-0.396,-0.404,-20,-20.2,,-7.31E+00,-0.396
-7.30E+00,-0.396,-0.388,-20,-19.8,,-7.30E+00,-0.396
-7.30E+00,-0.396,-0.404,-20,-20.2,,-7.30E+00,-0.396
-7.29E+00,-0.396,-0.388,-20,-19.8,,-7.29E+00,-0.396
-7.28E+00,-0.396,-0.404,-20,-20.2,,-7.28E+00,-0.396
-7.27E+00,-0.396,-0.388,-20,-19.8,,-7.27E+00,-0.396
-7.27E+00,-0.396,-0.404,-20,-20.2,,-7.27E+00,-0.396
-7.26E+00,-0.396,-0.388,-20,-19.8,,-7.26E+00,-0.396
-7.25E+00,-0.396,-0.404,-20,-20.2,,-7.25E+00,-0.396
-7.24E+00,-0.396,-0.392,-20,-19.8,,-7.24E+00,-0.396
-7.24E+00,-0.396,-0.408,-20,-20.2,,-7.24E+00,-0.396
-7.23E+00,-0.396,-0.392,-20,-19.8,,-7.23E+00,-0.396
-7.22E+00,-0.396,-0.404,-20,-20.2,,-7.22E+00,-0.396
-7.21E+00,-0.396,-0.388,-20,-19.8,,-7.21E+00,-0.396
-7.20E+00,-0.396,-0.404,-20,-20.2,,-7.20E+00,-0.396
-7.20E+00,-0.396,-0.384,-20,-19.8,,-7.20E+00,-0.396
-7.19E+00,-0.396,-0.408,-20,-20.2,,-7.19E+00,-0.396
-7.18E+00,-0.396,-0.388,-20,-19.8,,-7.18E+00,-0.396
-7.17E+00,-0.396,-0.404,-20,-20.2,,-7.17E+00,-0.396
-7.17E+00,-0.396,-0.388,-20,-19.8,,-7.17E+00,-0.396
-7.16E+00,-0.396,-0.404,-20,-20.2,,-7.16E+00,-0.396
-7.15E+00,-0.396,-0.388,-20,-20,,-7.15E+00,-0.396
-7.14E+00,-0.396,-0.404,-20,-20.2,,-7.14E+00,-0.396
-7.14E+00,-0.396,-0.388,-20,-20,,-7.14E+00,-0.396
-7.13E+00,-0.396,-0.404,-20,-20.2,,-7.13E+00,-0.396
-7.12E+00,-0.396,-0.392,-20,-20,,-7.12E+00,-0.396
-7.11E+00,-0.396,-0.404,-20.2,-20.2,,-7.11E+00,-0.396
-7.10E+00,-0.396,-0.392,-20.2,-20,,-7.10E+00,-0.396
-7.10E+00,-0.396,-0.404,-20.2,-20.2,,-7.10E+00,-0.396
-7.09E+00,-0.396,-0.392,-20.2,-20,,-7.09E+00,-0.396
-7.08E+00,-0.396,-0.404,-20.2,-20.2,,-7.08E+00,-0.396
-7.07E+00,-0.396,-0.392,-20.2,-20,,-7.07E+00,-0.396
-7.07E+00,-0.396,-0.404,-20.2,-20.2,,-7.07E+00,-0.396
-7.06E+00,-0.396,-0.392,-20.2,-20,,-7.06E+00,-0.396
-7.05E+00,-0.396,-0.408,-20.2,-20.4,,-7.05E+00,-0.396
-7.04E+00,-0.396,-0.392,-20.2,-20,,-7.04E+00,-0.396
-7.04E+00,-0.396,-0.408,-20.2,-20.4,,-7.04E+00,-0.396
-7.03E+00,-0.396,-0.388,-20.2,-20,,-7.03E+00,-0.396
-7.02E+00,-0.396,-0.412,-20.2,-20.4,,-7.02E+00,-0.396
-7.01E+00,-0.396,-0.392,-20.2,-20,,-7.01E+00,-0.396
-7.00E+00,-0.396,-0.404,-20.2,-20.4,,-7.00E+00,-0.396
-7.00E+00,-0.4,-0.388,-20.2,-20,,-7.00E+00,-0.4
-6.99E+00,-0.4,-0.408,-20.2,-20.4,,-6.99E+00,-0.4
-6.98E+00,-0.4,-0.392,-20.2,-20,,-6.98E+00,-0.4
-6.97E+00,-0.4,-0.408,-20.2,-20.4,,-6.97E+00,-0.4
-6.97E+00,-0.4,-0.392,-20.2,-20,,-6.97E+00,-0.4
-6.96E+00,-0.4,-0.408,-20.2,-20.4,,-6.96E+00,-0.4
-6.95E+00,-0.4,-0.392,-20.2,-20,,-6.95E+00,-0.4
-6.94E+00,-0.4,-0.408,-20.2,-20.4,,-6.94E+00,-0.4
-6.94E+00,-0.4,-0.392,-20.2,-20,,-6.94E+00,-0.4
-6.93E+00,-0.4,-0.408,-20.2,-20.4,,-6.93E+00,-0.4
-6.92E+00,-0.4,-0.392,-20.2,-20,,-6.92E+00,-0.4
-6.91E+00,-0.4,-0.408,-20.2,-20.4,,-6.91E+00,-0.4
-6.90E+00,-0.4,-0.392,-20.2,-20,,-6.90E+00,-0.4
-6.90E+00,-0.4,-0.408,-20.2,-20.4,,-6.90E+00,-0.4
-6.89E+00,-0.4,-0.392,-20.2,-20,,-6.89E+00,-0.4
-6.88E+00,-0.4,-0.408,-20.2,-20.4,,-6.88E+00,-0.4
-6.87E+00,-0.4,-0.388,-20.2,-20,,-6.87E+00,-0.4
-6.87E+00,-0.4,-0.412,-20.2,-20.4,,-6.87E+00,-0.4
-6.86E+00,-0.4,-0.388,-20.2,-20,,-6.86E+00,-0.4
-6.85E+00,-0.4,-0.408,-20.2,-20.4,,-6.85E+00,-0.4
-6.84E+00,-0.4,-0.392,-20.2,-20,,-6.84E+00,-0.4
-6.84E+00,-0.4,-0.408,-20.2,-20.4,,-6.84E+00,-0.4
-6.83E+00,-0.4,-0.388,-20.2,-20,,-6.83E+00,-0.4
-6.82E+00,-0.4,-0.408,-20.2,-20.4,,-6.82E+00,-0.4
-6.81E+00,-0.4,-0.392,-20.2,-20,,-6.81E+00,-0.4
-6.80E+00,-0.4,-0.408,-20.2,-20.4,,-6.80E+00,-0.4
-6.80E+00,-0.4,-0.392,-20.2,-20,,-6.80E+00,-0.4
-6.79E+00,-0.4,-0.408,-20.2,-20.4,,-6.79E+00,-0.4
-6.78E+00,-0.4,-0.392,-20.2,-20,,-6.78E+00,-0.4
-6.77E+00,-0.4,-0.408,-20.2,-20.4,,-6.77E+00,-0.4
-6.77E+00,-0.4,-0.392,-20.2,-20,,-6.77E+00,-0.4
-6.76E+00,-0.4,-0.408,-20.2,-20.4,,-6.76E+00,-0.4
-6.75E+00,-0.4,-0.392,-20.2,-20,,-6.75E+00,-0.4
-6.74E+00,-0.4,-0.408,-20.2,-20.4,,-6.74E+00,-0.4
-6.74E+00,-0.4,-0.392,-20.2,-20,,-6.74E+00,-0.4
-6.73E+00,-0.4,-0.408,-20.2,-20.4,,-6.73E+00,-0.4
-6.72E+00,-0.4,-0.392,-20.2,-20.2,,-6.72E+00,-0.4
-6.71E+00,-0.4,-0.408,-20.2,-20.6,,-6.71E+00,-0.4
-6.71E+00,-0.4,-0.388,-20.4,-20.2,,-6.71E+00,-0.4
-6.70E+00,-0.4,-0.416,-20.4,-20.6,,-6.70E+00,-0.4
-6.69E+00,-0.4,-0.392,-20.4,-20.2,,-6.69E+00,-0.4
-6.68E+00,-0.4,-0.412,-20.4,-20.6,,-6.68E+00,-0.4
-6.67E+00,-0.4,-0.392,-20.4,-20.2,,-6.67E+00,-0.4
-6.67E+00,-0.4,-0.412,-20.4,-20.6,,-6.67E+00,-0.4
-6.66E+00,-0.4,-0.392,-20.4,-20.2,,-6.66E+00,-0.4
-6.65E+00,-0.4,-0.408,-20.4,-20.6,,-6.65E+00,-0.4
-6.64E+00,-0.4,-0.392,-20.4,-20.2,,-6.64E+00,-0.4
-6.64E+00,-0.4,-0.408,-20.4,-20.6,,-6.64E+00,-0.4
-6.63E+00,-0.4,-0.396,-20.4,-20.2,,-6.63E+00,-0.4
-6.62E+00,-0.4,-0.408,-20.4,-20.6,,-6.62E+00,-0.4
-6.61E+00,-0.4,-0.392,-20.4,-20.2,,-6.61E+00,-0.4
-6.61E+00,-0.4,-0.408,-20.4,-20.6,,-6.61E+00,-0.4
-6.60E+00,-0.4,-0.396,-20.4,-20.2,,-6.60E+00,-0.4
-6.59E+00,-0.4,-0.408,-20.4,-20.6,,-6.59E+00,-0.4
-6.58E+00,-0.404,-0.396,-20.4,-20.2,,-6.58E+00,-0.404
-6.57E+00,-0.404,-0.408,-20.4,-20.6,,-6.57E+00,-0.404
-6.57E+00,-0.404,-0.392,-20.4,-20.2,,-6.57E+00,-0.404
-6.56E+00,-0.404,-0.412,-20.4,-20.6,,-6.56E+00,-0.404
-6.55E+00,-0.404,-0.388,-20.4,-20.2,,-6.55E+00,-0.404
-6.54E+00,-0.404,-0.412,-20.4,-20.6,,-6.54E+00,-0.404
-6.54E+00,-0.404,-0.392,-20.4,-20.2,,-6.54E+00,-0.404
-6.53E+00,-0.404,-0.412,-20.4,-20.6,,-6.53E+00,-0.404
-6.52E+00,-0.404,-0.392,-20.4,-20.2,,-6.52E+00,-0.404
-6.51E+00,-0.404,-0.412,-20.4,-20.6,,-6.51E+00,-0.404
-6.51E+00,-0.404,-0.392,-20.4,-20.2,,-6.51E+00,-0.404
-6.50E+00,-0.404,-0.412,-20.4,-20.6,,-6.50E+00,-0.404
-6.49E+00,-0.404,-0.396,-20.4,-20.2,,-6.49E+00,-0.404
-6.48E+00,-0.404,-0.412,-20.4,-20.6,,-6.48E+00,-0.404
-6.47E+00,-0.404,-0.396,-20.4,-20.2,,-6.47E+00,-0.404
-6.47E+00,-0.404,-0.412,-20.4,-20.6,,-6.47E+00,-0.404
-6.46E+00,-0.404,-0.396,-20.4,-20.2,,-6.46E+00,-0.404
-6.45E+00,-0.404,-0.412,-20.4,-20.6,,-6.45E+00,-0.404
-6.44E+00,-0.404,-0.396,-20.4,-20.2,,-6.44E+00,-0.404
-6.44E+00,-0.404,-0.412,-20.4,-20.6,,-6.44E+00,-0.404
-6.43E+00,-0.404,-0.396,-20.4,-20.2,,-6.43E+00,-0.404
-6.42E+00,-0.404,-0.412,-20.4,-20.6,,-6.42E+00,-0.404
-6.41E+00,-0.404,-0.396,-20.4,-20.2,,-6.41E+00,-0.404
-6.41E+00,-0.404,-0.412,-20.4,-20.6,,-6.41E+00,-0.404
-6.40E+00,-0.404,-0.392,-20.4,-20.2,,-6.40E+00,-0.404
-6.39E+00,-0.404,-0.416,-20.4,-20.6,,-6.39E+00,-0.404
-6.38E+00,-0.404,-0.396,-20.4,-20.2,,-6.38E+00,-0.404
-6.37E+00,-0.404,-0.416,-20.4,-20.6,,-6.37E+00,-0.404
-6.37E+00,-0.404,-0.396,-20.4,-20.2,,-6.37E+00,-0.404
-6.36E+00,-0.404,-0.412,-20.4,-20.6,,-6.36E+00,-0.404
-6.35E+00,-0.404,-0.396,-20.4,-20.2,,-6.35E+00,-0.404
-6.34E+00,-0.404,-0.416,-20.4,-20.6,,-6.34E+00,-0.404
-6.34E+00,-0.404,-0.4,-20.4,-20.2,,-6.34E+00,-0.404
-6.33E+00,-0.404,-0.412,-20.4,-20.6,,-6.33E+00,-0.404
-6.32E+00,-0.404,-0.4,-20.4,-20.4,,-6.32E+00,-0.404
-6.31E+00,-0.408,-0.416,-20.4,-20.6,,-6.31E+00,-0.408
-6.31E+00,-0.408,-0.4,-20.6,-20.4,,-6.31E+00,-0.408
-6.30E+00,-0.408,-0.412,-20.6,-20.6,,-6.30E+00,-0.408
-6.29E+00,-0.408,-0.4,-20.6,-20.4,,-6.29E+00,-0.408
-6.28E+00,-0.408,-0.416,-20.6,-20.8,,-6.28E+00,-0.408
-6.28E+00,-0.408,-0.4,-20.6,-20.4,,-6.28E+00,-0.408
-6.27E+00,-0.408,-0.416,-20.6,-20.8,,-6.27E+00,-0.408
-6.26E+00,-0.408,-0.4,-20.6,-20.4,,-6.26E+00,-0.408
-6.25E+00,-0.408,-0.416,-20.6,-20.8,,-6.25E+00,-0.408
-6.24E+00,-0.408,-0.4,-20.6,-20.4,,-6.24E+00,-0.408
-6.24E+00,-0.408,-0.416,-20.6,-20.8,,-6.24E+00,-0.408
-6.23E+00,-0.408,-0.396,-20.6,-20.4,,-6.23E+00,-0.408
-6.22E+00,-0.408,-0.416,-20.6,-20.8,,-6.22E+00,-0.408
-6.21E+00,-0.408,-0.4,-20.6,-20.4,,-6.21E+00,-0.408
-6.21E+00,-0.408,-0.416,-20.6,-20.8,,-6.21E+00,-0.408
-6.20E+00,-0.408,-0.4,-20.6,-20.4,,-6.20E+00,-0.408
-6.19E+00,-0.408,-0.42,-20.6,-20.8,,-6.19E+00,-0.408
-6.18E+00,-0.408,-0.4,-20.6,-20.4,,-6.18E+00,-0.408
-6.18E+00,-0.408,-0.416,-20.6,-20.8,,-6.18E+00,-0.408
-6.17E+00,-0.408,-0.404,-20.6,-20.4,,-6.17E+00,-0.408
-6.16E+00,-0.408,-0.416,-20.6,-20.8,,-6.16E+00,-0.408
-6.15E+00,-0.408,-0.404,-20.6,-20.4,,-6.15E+00,-0.408
-6.14E+00,-0.412,-0.416,-20.6,-20.8,,-6.14E+00,-0.412
-6.14E+00,-0.412,-0.404,-20.6,-20.4,,-6.14E+00,-0.412
-6.13E+00,-0.412,-0.416,-20.6,-20.8,,-6.13E+00,-0.412
-6.12E+00,-0.412,-0.404,-20.6,-20.4,,-6.12E+00,-0.412
-6.11E+00,-0.412,-0.416,-20.6,-20.8,,-6.11E+00,-0.412
-6.11E+00,-0.412,-0.404,-20.6,-20.4,,-6.11E+00,-0.412
-6.10E+00,-0.412,-0.42,-20.6,-20.8,,-6.10E+00,-0.412
-6.09E+00,-0.412,-0.4,-20.6,-20.4,,-6.09E+00,-0.412
-6.08E+00,-0.412,-0.42,-20.6,-20.8,,-6.08E+00,-0.412
-6.08E+00,-0.412,-0.4,-20.6,-20.4,,-6.08E+00,-0.412
-6.07E+00,-0.412,-0.424,-20.6,-20.8,,-6.07E+00,-0.412
-6.06E+00,-0.412,-0.404,-20.6,-20.4,,-6.06E+00,-0.412
-6.05E+00,-0.412,-0.42,-20.6,-20.8,,-6.05E+00,-0.412
-6.04E+00,-0.412,-0.404,-20.6,-20.4,,-6.04E+00,-0.412
-6.04E+00,-0.412,-0.42,-20.6,-20.8,,-6.04E+00,-0.412
-6.03E+00,-0.412,-0.404,-20.6,-20.4,,-6.03E+00,-0.412
-6.02E+00,-0.412,-0.42,-20.6,-20.8,,-6.02E+00,-0.412
-6.01E+00,-0.412,-0.408,-20.6,-20.4,,-6.01E+00,-0.412
-6.01E+00,-0.416,-0.42,-20.6,-20.8,,-6.01E+00,-0.416
-6.00E+00,-0.416,-0.408,-20.6,-20.4,,-6.00E+00,-0.416
-5.99E+00,-0.416,-0.424,-20.6,-20.8,,-5.99E+00,-0.416
-5.98E+00,-0.416,-0.408,-20.6,-20.4,,-5.98E+00,-0.416
-5.98E+00,-0.416,-0.424,-20.6,-20.8,,-5.98E+00,-0.416
-5.97E+00,-0.416,-0.408,-20.6,-20.4,,-5.97E+00,-0.416
-5.96E+00,-0.416,-0.424,-20.6,-20.8,,-5.96E+00,-0.416
-5.95E+00,-0.416,-0.408,-20.6,-20.4,,-5.95E+00,-0.416
-5.94E+00,-0.416,-0.424,-20.6,-20.8,,-5.94E+00,-0.416
-5.94E+00,-0.416,-0.408,-20.6,-20.6,,-5.94E+00,-0.416
-5.93E+00,-0.416,-0.424,-20.8,-20.8,,-5.93E+00,-0.416
-5.92E+00,-0.416,-0.408,-20.8,-20.6,,-5.92E+00,-0.416
-5.91E+00,-0.416,-0.424,-20.8,-21,,-5.91E+00,-0.416
-5.91E+00,-0.416,-0.408,-20.8,-20.6,,-5.91E+00,-0.416
-5.90E+00,-0.416,-0.428,-20.8,-21,,-5.90E+00,-0.416
-5.89E+00,-0.416,-0.408,-20.8,-20.6,,-5.89E+00,-0.416
-5.88E+00,-0.42,-0.428,-20.8,-21,,-5.88E+00,-0.42
-5.88E+00,-0.42,-0.408,-20.8,-20.6,,-5.88E+00,-0.42
-5.87E+00,-0.42,-0.428,-20.8,-21,,-5.87E+00,-0.42
-5.86E+00,-0.42,-0.412,-20.8,-20.6,,-5.86E+00,-0.42
-5.85E+00,-0.42,-0.428,-20.8,-21,,-5.85E+00,-0.42
-5.84E+00,-0.42,-0.412,-20.8,-20.6,,-5.84E+00,-0.42
-5.84E+00,-0.42,-0.428,-20.8,-21,,-5.84E+00,-0.42
-5.83E+00,-0.42,-0.412,-20.8,-20.6,,-5.83E+00,-0.42
-5.82E+00,-0.42,-0.428,-20.8,-21,,-5.82E+00,-0.42
-5.81E+00,-0.42,-0.412,-20.8,-20.6,,-5.81E+00,-0.42
-5.81E+00,-0.42,-0.428,-20.8,-21,,-5.81E+00,-0.42
-5.80E+00,-0.42,-0.416,-20.8,-20.6,,-5.80E+00,-0.42
-5.79E+00,-0.42,-0.432,-20.8,-21,,-5.79E+00,-0.42
-5.78E+00,-0.42,-0.416,-20.8,-20.6,,-5.78E+00,-0.42
-5.78E+00,-0.424,-0.428,-20.8,-21,,-5.78E+00,-0.424
-5.77E+00,-0.424,-0.412,-20.8,-20.6,,-5.77E+00,-0.424
-5.76E+00,-0.424,-0.428,-20.8,-21,,-5.76E+00,-0.424
-5.75E+00,-0.424,-0.412,-20.8,-20.6,,-5.75E+00,-0.424
-5.75E+00,-0.424,-0.436,-20.8,-21,,-5.75E+00,-0.424
-5.74E+00,-0.424,-0.416,-20.8,-20.6,,-5.74E+00,-0.424
-5.73E+00,-0.424,-0.432,-20.8,-21,,-5.73E+00,-0.424
-5.72E+00,-0.424,-0.412,-20.8,-20.6,,-5.72E+00,-0.424
-5.71E+00,-0.424,-0.432,-20.8,-21,,-5.71E+00,-0.424
-5.71E+00,-0.424,-0.412,-20.8,-20.6,,-5.71E+00,-0.424
-5.70E+00,-0.424,-0.432,-20.8,-21,,-5.70E+00,-0.424
-5.69E+00,-0.424,-0.416,-20.8,-20.6,,-5.69E+00,-0.424
-5.68E+00,-0.424,-0.432,-20.8,-21,,-5.68E+00,-0.424
-5.68E+00,-0.428,-0.42,-20.8,-20.6,,-5.68E+00,-0.428
-5.67E+00,-0.428,-0.436,-20.8,-21,,-5.67E+00,-0.428
-5.66E+00,-0.428,-0.42,-20.8,-20.6,,-5.66E+00,-0.428
-5.65E+00,-0.428,-0.432,-20.8,-21,,-5.65E+00,-0.428
-5.65E+00,-0.428,-0.42,-20.8,-20.6,,-5.65E+00,-0.428
-5.64E+00,-0.428,-0.436,-20.8,-21,,-5.64E+00,-0.428
-5.63E+00,-0.428,-0.42,-20.8,-20.6,,-5.63E+00,-0.428
-5.62E+00,-0.428,-0.436,-20.8,-21,,-5.62E+00,-0.428
-5.61E+00,-0.428,-0.42,-20.8,-20.6,,-5.61E+00,-0.428
-5.61E+00,-0.428,-0.436,-20.8,-21,,-5.61E+00,-0.428
-5.60E+00,-0.428,-0.416,-20.8,-20.6,,-5.60E+00,-0.428
-5.59E+00,-0.428,-0.44,-20.8,-21,,-5.59E+00,-0.428
-5.58E+00,-0.428,-0.42,-20.8,-20.6,,-5.58E+00,-0.428
-5.58E+00,-0.428,-0.44,-20.8,-21,,-5.58E+00,-0.428
-5.57E+00,-0.428,-0.42,-20.8,-20.6,,-5.57E+00,-0.428
-5.56E+00,-0.432,-0.436,-20.8,-21,,-5.56E+00,-0.432
-5.55E+00,-0.432,-0.42,-20.8,-20.6,,-5.55E+00,-0.432
-5.55E+00,-0.432,-0.44,-20.8,-21,,-5.55E+00,-0.432
-5.54E+00,-0.432,-0.424,-21,-20.6,,-5.54E+00,-0.432
-5.53E+00,-0.432,-0.44,-21,-21,,-5.53E+00,-0.432
-5.52E+00,-0.432,-0.424,-21,-20.8,,-5.52E+00,-0.432
-5.51E+00,-0.432,-0.44,-21,-21.2,,-5.51E+00,-0.432
-5.51E+00,-0.432,-0.424,-21,-20.8,,-5.51E+00,-0.432
-5.50E+00,-0.432,-0.44,-21,-21.2,,-5.50E+00,-0.432
-5.49E+00,-0.432,-0.424,-21,-20.8,,-5.49E+00,-0.432
-5.48E+00,-0.432,-0.44,-21,-21.2,,-5.48E+00,-0.432
-5.48E+00,-0.432,-0.424,-21,-20.8,,-5.48E+00,-0.432
-5.47E+00,-0.432,-0.44,-21,-21.2,,-5.47E+00,-0.432
-5.46E+00,-0.432,-0.428,-21,-20.8,,-5.46E+00,-0.432
-5.45E+00,-0.432,-0.44,-21,-21.2,,-5.45E+00,-0.432
-5.45E+00,-0.436,-0.424,-21,-20.8,,-5.45E+00,-0.436
-5.44E+00,-0.436,-0.444,-21,-21.2,,-5.44E+00,-0.436
-5.43E+00,-0.436,-0.42,-21,-20.8,,-5.43E+00,-0.436
-5.42E+00,-0.436,-0.444,-21,-21.2,,-5.42E+00,-0.436
-5.41E+00,-0.436,-0.428,-21,-20.8,,-5.41E+00,-0.436
-5.41E+00,-0.436,-0.444,-21,-21.2,,-5.41E+00,-0.436
-5.40E+00,-0.436,-0.428,-21,-20.8,,-5.40E+00,-0.436
-5.39E+00,-0.436,-0.444,-21,-21.2,,-5.39E+00,-0.436
-5.38E+00,-0.436,-0.428,-21,-20.8,,-5.38E+00,-0.436
-5.38E+00,-0.436,-0.444,-21,-21.2,,-5.38E+00,-0.436
-5.37E+00,-0.436,-0.428,-21,-20.8,,-5.37E+00,-0.436
-5.36E+00,-0.436,-0.444,-21,-21.2,,-5.36E+00,-0.436
-5.35E+00,-0.436,-0.432,-21,-20.8,,-5.35E+00,-0.436
