Model,DPO2012,,,
Firmware Version,1.39,,,
,,,,
Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,4,,,
Sample Interval,0.00768049,,,
Filter Frequency,1.40E+06,,,
Record Length,5200,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.1,,0.05,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
9.73E+00,0.032,0.056,-2.38E-09,0.008
9.74E+00,0.032,0.004,0.002,-0.008
9.75E+00,0.032,0.056,-2.38E-09,0.008
9.75E+00,0.032,0.004,0.002,-0.008
9.76E+00,0.032,0.056,-2.38E-09,0.008
9.77E+00,0.032,0.008,-2.38E-09,-0.006
9.78E+00,0.032,0.056,-2.38E-09,0.008
9.78E+00,0.032,0.004,-2.38E-09,-0.006
9.79E+00,0.032,0.056,-2.38E-09,0.01
9.80E+00,0.032,0.008,-2.38E-09,-0.01
9.81E+00,0.032,0.06,-2.38E-09,0.012
9.82E+00,0.032,0.004,-2.38E-09,-0.01
9.82E+00,0.032,0.056,-2.38E-09,0.008
9.83E+00,0.032,0.012,-2.38E-09,-0.01
9.84E+00,0.032,0.06,0.002,0.008
9.85E+00,0.032,0.004,-2.38E-09,-0.008
9.85E+00,0.032,0.056,-2.38E-09,0.01
9.86E+00,0.036,0.004,-0.002,-0.006
9.87E+00,0.036,0.06,-2.38E-09,0.008
9.88E+00,0.036,0.004,-2.38E-09,-0.008
9.88E+00,0.036,0.06,0.002,0.006
9.89E+00,0.036,0.004,-2.38E-09,-0.008
9.90E+00,0.036,0.06,0.002,0.008
9.91E+00,0.036,0.008,-2.38E-09,-0.008
9.92E+00,0.036,0.06,-2.38E-09,0.008
9.92E+00,0.036,0.004,-2.38E-09,-0.008
9.93E+00,0.036,0.06,-2.38E-09,0.006
9.94E+00,0.036,0.008,0.002,-0.006
9.95E+00,0.036,0.06,-2.38E-09,0.008
9.95E+00,0.036,0.004,0.002,-0.01
9.96E+00,0.036,0.06,-2.38E-09,0.01
9.97E+00,0.036,0.016,-2.38E-09,-0.008
9.98E+00,0.036,0.06,-2.38E-09,0.01
9.98E+00,0.036,0.008,0.002,-0.008
9.99E+00,0.036,0.06,-2.38E-09,0.008
1.00E+01,0.036,0.016,-2.38E-09,-0.008
1.00E+01,0.036,0.06,-0.002,0.01
1.00E+01,0.036,0.008,-2.38E-09,-0.006
1.00E+01,0.036,0.064,-2.38E-09,0.008
1.00E+01,0.036,0.008,-2.38E-09,-0.006
1.00E+01,0.036,0.06,-2.38E-09,0.008
1.00E+01,0.036,0.012,-2.38E-09,-0.008
1.01E+01,0.036,0.06,-2.38E-09,0.008
1.01E+01,0.036,0.008,-2.38E-09,-0.008
1.01E+01,0.04,0.06,-2.38E-09,0.008
1.01E+01,0.036,0.016,-2.38E-09,-0.008
1.01E+01,0.04,0.064,0.002,0.008
1.01E+01,0.04,0.008,-2.38E-09,-0.006
1.01E+01,0.04,0.06,-2.38E-09,0.01
1.01E+01,0.04,0.016,-0.002,-0.006
1.01E+01,0.04,0.064,-2.38E-09,0.01
1.01E+01,0.04,0.008,-2.38E-09,-0.018
1.01E+01,0.04,0.064,0.002,0.012
1.01E+01,0.04,0.012,0.002,-0.008
1.01E+01,0.04,0.064,0.002,0.008
1.02E+01,0.04,0.016,-2.38E-09,-0.008
1.02E+01,0.04,0.064,-2.38E-09,0.01
1.02E+01,0.04,0.012,-2.38E-09,-0.008
1.02E+01,0.04,0.064,0.002,0.008
1.02E+01,0.04,0.016,0.002,-0.006
1.02E+01,0.04,0.064,-2.38E-09,0.006
1.02E+01,0.04,0.012,-2.38E-09,-0.006
1.02E+01,0.04,0.064,-2.38E-09,0.008
1.02E+01,0.04,0.016,-2.38E-09,-0.006
1.02E+01,0.04,0.064,0.002,0.008
1.02E+01,0.04,0.012,0.002,-0.008
1.02E+01,0.04,0.064,0.002,0.008
1.02E+01,0.04,0.012,-2.38E-09,-0.008
1.03E+01,0.04,0.064,-2.38E-09,0.008
1.03E+01,0.04,0.012,-2.38E-09,-0.008
1.03E+01,0.044,0.064,0.002,0.008
1.03E+01,0.04,0.012,0.002,-0.01
1.03E+01,0.044,0.068,0.002,0.012
1.03E+01,0.044,0.016,-2.38E-09,-0.008
1.03E+01,0.044,0.064,-2.38E-09,0.01
1.03E+01,0.044,0.012,-2.38E-09,-0.008
1.03E+01,0.044,0.068,-2.38E-09,0.008
1.03E+01,0.044,0.02,-2.38E-09,-0.008
1.03E+01,0.044,0.068,-2.38E-09,0.01
1.03E+01,0.044,0.012,-2.38E-09,-0.008
1.03E+01,0.044,0.068,-2.38E-09,0.008
1.04E+01,0.044,0.024,-2.38E-09,-0.006
1.04E+01,0.044,0.068,-2.38E-09,0.006
1.04E+01,0.044,0.016,-2.38E-09,-0.008
1.04E+01,0.044,0.068,-2.38E-09,0.008
1.04E+01,0.044,0.016,-2.38E-09,-0.008
1.04E+01,0.044,0.068,-2.38E-09,0.006
1.04E+01,0.044,0.016,-0.002,-0.008
1.04E+01,0.044,0.072,-2.38E-09,0.008
1.04E+01,0.044,0.016,-2.38E-09,-0.008
1.04E+01,0.044,0.068,-2.38E-09,0.008
1.04E+01,0.044,0.024,-2.38E-09,-0.008
1.04E+01,0.044,0.072,-2.38E-09,0.006
1.04E+01,0.044,0.016,-2.38E-09,-0.012
1.05E+01,0.044,0.068,-2.38E-09,0.012
1.05E+01,0.044,0.024,-2.38E-09,-0.008
1.05E+01,0.044,0.068,-2.38E-09,0.01
1.05E+01,0.044,0.016,-2.38E-09,-0.008
1.05E+01,0.044,0.072,-2.38E-09,0.01
1.05E+01,0.048,0.024,-2.38E-09,-0.006
1.05E+01,0.048,0.068,-2.38E-09,0.008
1.05E+01,0.048,0.02,-2.38E-09,-0.008
1.05E+01,0.048,0.072,-2.38E-09,0.008
1.05E+01,0.048,0.024,-2.38E-09,-0.006
1.05E+01,0.048,0.068,-2.38E-09,0.006
1.05E+01,0.048,0.024,-2.38E-09,-0.008
1.05E+01,0.048,0.072,-2.38E-09,0.006
1.06E+01,0.048,0.02,-2.38E-09,-0.008
1.06E+01,0.048,0.072,-2.38E-09,0.008
1.06E+01,0.048,0.024,-2.38E-09,-0.006
1.06E+01,0.048,0.072,0.002,0.008
1.06E+01,0.048,0.02,-2.38E-09,-0.008
1.06E+01,0.048,0.072,-2.38E-09,0.01
1.06E+01,0.048,0.024,-2.38E-09,-0.008
1.06E+01,0.048,0.076,-2.38E-09,0.012
1.06E+01,0.048,0.02,-2.38E-09,-0.006
1.06E+01,0.048,0.072,0.002,0.008
1.06E+01,0.048,0.02,0.002,-0.006
1.06E+01,0.048,0.076,0.002,0.012
1.06E+01,0.048,0.024,-0.002,-0.006
1.07E+01,0.048,0.072,-2.38E-09,0.008
1.07E+01,0.048,0.02,0.002,-0.008
1.07E+01,0.048,0.076,0.002,0.008
1.07E+01,0.048,0.028,0.002,-0.006
1.07E+01,0.048,0.072,-2.38E-09,0.008
1.07E+01,0.048,0.02,0.002,-0.008
1.07E+01,0.052,0.072,-2.38E-09,0.008
1.07E+01,0.048,0.028,-2.38E-09,-0.006
1.07E+01,0.052,0.076,-2.38E-09,0.008
1.07E+01,0.052,0.024,0.002,-0.006
1.07E+01,0.052,0.072,0.002,0.008
1.07E+01,0.052,0.024,0.002,-0.006
1.07E+01,0.052,0.076,-2.38E-09,0.01
1.08E+01,0.052,0.024,-2.38E-09,-0.01
1.08E+01,0.052,0.076,-2.38E-09,0.014
1.08E+01,0.052,0.02,0.002,-0.016
1.08E+01,0.052,0.076,-2.38E-09,0.012
1.08E+01,0.052,0.024,0.002,-0.008
1.08E+01,0.052,0.076,-2.38E-09,0.01
1.08E+01,0.052,0.02,-2.38E-09,-0.008
1.08E+01,0.052,0.076,-2.38E-09,0.01
1.08E+01,0.052,0.028,0.002,-0.008
1.08E+01,0.052,0.076,0.002,0.008
1.08E+01,0.052,0.024,-2.38E-09,-0.006
1.08E+01,0.052,0.076,-2.38E-09,0.008
1.08E+01,0.052,0.032,-2.38E-09,-0.008
1.09E+01,0.052,0.076,-2.38E-09,0.008
1.09E+01,0.052,0.024,0.002,-0.008
1.09E+01,0.052,0.076,0.002,0.008
1.09E+01,0.052,0.032,-2.38E-09,-0.006
1.09E+01,0.052,0.076,-2.38E-09,0.008
1.09E+01,0.052,0.024,-2.38E-09,-0.006
1.09E+01,0.052,0.076,-2.38E-09,0.01
1.09E+01,0.052,0.024,-2.38E-09,-0.008
1.09E+01,0.056,0.076,0.002,0.008
1.09E+01,0.056,0.028,0.002,-0.01
1.09E+01,0.056,0.076,-2.38E-09,0.012
1.09E+01,0.056,0.024,-2.38E-09,-0.006
1.09E+01,0.056,0.08,-2.38E-09,0.01
1.10E+01,0.056,0.032,-2.38E-09,-0.008
1.10E+01,0.056,0.08,-2.38E-09,0.01
1.10E+01,0.056,0.028,0.002,-0.006
1.10E+01,0.056,0.08,-2.38E-09,0.008
1.10E+01,0.056,0.036,0.002,-0.006
1.10E+01,0.056,0.08,-2.38E-09,0.008
1.10E+01,0.056,0.024,0.002,-0.008
1.10E+01,0.056,0.08,0.002,0.008
1.10E+01,0.056,0.032,0.004,-0.006
1.10E+01,0.056,0.08,0.002,0.008
1.10E+01,0.056,0.036,0.002,-0.004
1.10E+01,0.056,0.08,-2.38E-09,0.008
1.10E+01,0.056,0.028,0.002,-0.006
1.11E+01,0.056,0.08,0.002,0.008
1.11E+01,0.056,0.036,0.002,-0.006
1.11E+01,0.056,0.08,0.002,0.012
1.11E+01,0.056,0.028,0.002,-0.01
1.11E+01,0.056,0.08,0.002,0.014
1.11E+01,0.056,0.036,0.002,-0.01
1.11E+01,0.06,0.08,0.002,0.012
1.11E+01,0.056,0.032,0.002,-0.006
1.11E+01,0.06,0.08,0.002,0.01
1.11E+01,0.06,0.028,0.002,-0.008
1.11E+01,0.06,0.084,0.002,0.01
1.11E+01,0.06,0.032,0.002,-0.006
1.11E+01,0.06,0.08,0.002,0.008
1.12E+01,0.06,0.032,0.002,-0.006
1.12E+01,0.06,0.084,0.002,0.01
1.12E+01,0.06,0.032,0.002,-0.006
1.12E+01,0.06,0.084,0.002,0.01
1.12E+01,0.06,0.028,-2.38E-09,-0.006
1.12E+01,0.06,0.08,-2.38E-09,0.008
1.12E+01,0.06,0.036,0.002,-0.006
1.12E+01,0.06,0.084,0.002,0.008
1.12E+01,0.06,0.028,0.002,-0.006
1.12E+01,0.06,0.084,0.002,0.012
1.12E+01,0.06,0.036,0.002,-0.01
1.12E+01,0.06,0.084,0.002,0.012
1.12E+01,0.06,0.032,0.002,-0.008
1.13E+01,0.06,0.084,0.002,0.012
1.13E+01,0.06,0.032,0.002,-0.006
1.13E+01,0.06,0.084,0.002,0.01
1.13E+01,0.06,0.032,-2.38E-09,-0.008
1.13E+01,0.06,0.084,-2.38E-09,0.01
1.13E+01,0.06,0.032,-2.38E-09,-0.008
1.13E+01,0.06,0.084,0.002,0.008
1.13E+01,0.06,0.032,0.002,-0.008
1.13E+01,0.064,0.088,0.002,0.008
1.13E+01,0.06,0.032,0.002,-0.006
1.13E+01,0.06,0.084,-2.38E-09,0.008
1.13E+01,0.064,0.04,-2.38E-09,-0.006
1.13E+01,0.064,0.088,-2.38E-09,0.008
1.14E+01,0.064,0.032,-2.38E-09,-0.008
1.14E+01,0.064,0.084,0.002,0.008
1.14E+01,0.064,0.04,-2.38E-09,-0.006
1.14E+01,0.064,0.084,0.002,0.008
1.14E+01,0.064,0.032,-2.38E-09,-0.006
1.14E+01,0.064,0.088,0.002,0.01
1.14E+01,0.064,0.036,0.002,-0.018
1.14E+01,0.064,0.084,0.002,0.012
1.14E+01,0.064,0.036,0.002,-0.008
1.14E+01,0.064,0.088,-2.38E-09,0.008
1.14E+01,0.064,0.032,-2.38E-09,-0.008
1.14E+01,0.064,0.088,-2.38E-09,0.01
1.14E+01,0.064,0.044,0.002,-0.006
1.15E+01,0.064,0.088,0.002,0.008
1.15E+01,0.064,0.036,0.002,-0.006
1.15E+01,0.064,0.088,0.002,0.008
1.15E+01,0.064,0.044,0.002,-0.006
1.15E+01,0.064,0.088,-2.38E-09,0.008
1.15E+01,0.064,0.036,-2.38E-09,-0.008
1.15E+01,0.064,0.088,0.002,0.008
1.15E+01,0.064,0.04,0.002,-0.006
1.15E+01,0.064,0.088,0.002,0.008
1.15E+01,0.064,0.04,-2.38E-09,-0.006
1.15E+01,0.068,0.088,-2.38E-09,0.008
1.15E+01,0.068,0.036,0.002,-0.008
1.15E+01,0.068,0.088,0.002,0.01
1.16E+01,0.068,0.044,0.002,-0.01
1.16E+01,0.068,0.092,0.002,0.012
1.16E+01,0.068,0.036,0.002,-0.008
1.16E+01,0.068,0.088,-2.38E-09,0.01
1.16E+01,0.068,0.044,0.002,-0.008
1.16E+01,0.068,0.092,-2.38E-09,0.008
1.16E+01,0.068,0.04,0.002,-0.008
1.16E+01,0.068,0.092,0.002,0.01
1.16E+01,0.068,0.036,0.002,-0.006
1.16E+01,0.068,0.092,0.002,0.008
1.16E+01,0.068,0.044,-2.38E-09,-0.006
1.16E+01,0.068,0.088,0.002,0.008
1.16E+01,0.068,0.036,0.002,-0.006
1.17E+01,0.068,0.092,0.002,0.01
1.17E+01,0.068,0.04,0.002,-0.006
1.17E+01,0.068,0.092,0.002,0.008
1.17E+01,0.068,0.04,0.002,-0.008
1.17E+01,0.068,0.092,-2.38E-09,0.008
1.17E+01,0.068,0.044,0.002,-0.006
1.17E+01,0.068,0.092,0.002,0.01
1.17E+01,0.068,0.04,0.002,-0.008
1.17E+01,0.068,0.092,0.002,0.008
1.17E+01,0.068,0.048,-2.38E-09,-0.01
1.17E+01,0.068,0.092,-2.38E-09,0.012
1.17E+01,0.068,0.044,0.002,-0.006
1.17E+01,0.068,0.092,0.002,0.01
1.18E+01,0.072,0.044,0.002,-0.006
1.18E+01,0.072,0.092,0.002,0.01
1.18E+01,0.072,0.044,0.002,-0.006
1.18E+01,0.072,0.096,-2.38E-09,0.008
1.18E+01,0.072,0.044,0.002,-0.006
1.18E+01,0.072,0.092,0.002,0.008
1.18E+01,0.072,0.048,0.002,-0.006
1.18E+01,0.072,0.096,0.002,0.008
1.18E+01,0.072,0.044,-2.38E-09,-0.006
1.18E+01,0.072,0.096,-2.38E-09,0.01
1.18E+01,0.072,0.052,0.002,-0.006
1.18E+01,0.072,0.096,0.002,0.01
1.18E+01,0.072,0.044,0.002,-0.006
1.19E+01,0.072,0.096,0.002,0.008
1.19E+01,0.072,0.052,0.002,-0.006
1.19E+01,0.072,0.096,0.002,0.012
1.19E+01,0.072,0.044,0.002,-0.01
1.19E+01,0.072,0.096,0.002,0.012
1.19E+01,0.072,0.044,0.002,-0.006
1.19E+01,0.072,0.096,0.002,0.01
1.19E+01,0.072,0.052,0.002,-0.006
1.19E+01,0.072,0.096,0.002,0.01
1.19E+01,0.072,0.044,0.002,-0.006
1.19E+01,0.072,0.096,-2.38E-09,0.01
1.19E+01,0.072,0.052,0.002,-0.006
1.19E+01,0.072,0.1,0.004,0.008
1.20E+01,0.072,0.044,0.002,-0.006
1.20E+01,0.072,0.096,0.002,0.01
1.20E+01,0.076,0.052,-2.38E-09,-0.004
1.20E+01,0.076,0.096,0.002,0.01
1.20E+01,0.076,0.048,0.002,-0.006
1.20E+01,0.076,0.096,0.002,0.01
1.20E+01,0.076,0.048,0.004,-0.006
1.20E+01,0.076,0.1,0.002,0.01
1.20E+01,0.076,0.048,0.002,-0.006
1.20E+01,0.076,0.1,-2.38E-09,0.012
1.20E+01,0.076,0.048,0.002,-0.008
1.20E+01,0.076,0.1,0.002,0.014
1.20E+01,0.076,0.048,0.002,-0.014
1.21E+01,0.076,0.1,0.002,0.01
1.21E+01,0.076,0.048,0.002,-0.006
1.21E+01,0.076,0.1,0.002,0.01
1.21E+01,0.076,0.056,0.002,-0.006
1.21E+01,0.076,0.1,0.002,0.012
1.21E+01,0.076,0.048,0.004,-0.004
1.21E+01,0.076,0.1,0.002,0.01
1.21E+01,0.076,0.052,0.002,-0.006
1.21E+01,0.076,0.1,0.002,0.008
1.21E+01,0.076,0.048,0.002,-0.004
1.21E+01,0.076,0.1,0.002,0.01
1.21E+01,0.076,0.052,0.002,-0.006
1.21E+01,0.076,0.1,0.002,0.01
1.22E+01,0.076,0.052,0.002,-0.006
1.22E+01,0.076,0.1,0.002,0.01
1.22E+01,0.076,0.052,0.002,-0.006
1.22E+01,0.076,0.104,0.002,0.012
1.22E+01,0.08,0.052,0.002,-0.006
1.22E+01,0.08,0.104,0.004,0.01
1.22E+01,0.08,0.052,0.002,-0.01
1.22E+01,0.08,0.104,0.002,0.014
1.22E+01,0.08,0.06,-2.38E-09,-0.004
1.22E+01,0.08,0.104,0.002,0.01
1.22E+01,0.08,0.052,0.002,-0.008
1.22E+01,0.08,0.104,0.004,0.012
1.22E+01,0.08,0.056,0.002,-0.004
1.23E+01,0.08,0.104,0.002,0.01
1.23E+01,0.08,0.052,0.002,-0.006
1.23E+01,0.08,0.104,-2.38E-09,0.01
1.23E+01,0.08,0.056,0.002,-0.006
1.23E+01,0.08,0.104,0.002,0.008
1.23E+01,0.08,0.052,0.004,-0.006
1.23E+01,0.08,0.104,0.002,0.01
1.23E+01,0.08,0.052,0.002,-0.006
1.23E+01,0.08,0.104,-2.38E-09,0.01
1.23E+01,0.08,0.06,0.002,-0.006
1.23E+01,0.08,0.104,0.002,0.008
1.23E+01,0.08,0.052,0.004,-0.006
1.23E+01,0.08,0.104,0.002,0.012
1.24E+01,0.08,0.06,0.002,-0.008
1.24E+01,0.08,0.104,-2.38E-09,0.014
1.24E+01,0.08,0.052,0.002,-0.01
1.24E+01,0.08,0.104,0.002,0.01
1.24E+01,0.08,0.056,0.002,-0.006
1.24E+01,0.08,0.108,0.002,0.01
1.24E+01,0.084,0.056,0.002,-0.006
1.24E+01,0.084,0.104,0.002,0.012
1.24E+01,0.084,0.056,0.002,-0.006
1.24E+01,0.084,0.108,0.002,0.01
1.24E+01,0.084,0.064,0.002,-0.004
1.24E+01,0.084,0.108,0.004,0.01
1.24E+01,0.084,0.056,0.002,-0.006
1.25E+01,0.084,0.104,0.002,0.01
1.25E+01,0.084,0.064,0.002,-0.006
1.25E+01,0.084,0.108,0.002,0.01
1.25E+01,0.084,0.056,0.004,-0.008
1.25E+01,0.084,0.108,0.004,0.01
1.25E+01,0.084,0.056,0.002,-0.006
1.25E+01,0.084,0.108,0.002,0.012
1.25E+01,0.084,0.06,0.002,-0.008
1.25E+01,0.084,0.108,0.002,0.014
1.25E+01,0.084,0.056,0.002,-0.006
1.25E+01,0.084,0.108,0.002,0.012
1.25E+01,0.084,0.06,0.004,-0.006
1.25E+01,0.084,0.108,0.002,0.012
1.26E+01,0.084,0.056,0.002,-0.006
1.26E+01,0.084,0.108,0.002,0.012
1.26E+01,0.084,0.064,0.002,-0.006
1.26E+01,0.088,0.108,0.002,0.01
1.26E+01,0.084,0.056,0.004,-0.006
1.26E+01,0.084,0.108,0.004,0.01
1.26E+01,0.084,0.068,0.002,-0.004
1.26E+01,0.088,0.112,0.002,0.01
1.26E+01,0.088,0.056,0.002,-0.004
1.26E+01,0.088,0.108,0.002,0.012
1.26E+01,0.088,0.06,0.004,-0.004
1.26E+01,0.088,0.108,0.004,0.01
1.26E+01,0.088,0.06,0.004,-0.004
1.27E+01,0.088,0.112,0.004,0.014
1.27E+01,0.088,0.06,0.002,-0.004
1.27E+01,0.088,0.108,0.002,0.012
1.27E+01,0.088,0.06,0.002,-0.014
1.27E+01,0.088,0.112,0.004,0.014
1.27E+01,0.088,0.06,0.002,-0.006
1.27E+01,0.088,0.112,0.002,0.012
1.27E+01,0.088,0.068,0.002,-0.006
1.27E+01,0.088,0.112,0.002,0.012
1.27E+01,0.088,0.06,0.002,-0.004
1.27E+01,0.088,0.112,0.004,0.01
1.27E+01,0.088,0.068,0.004,-0.004
1.27E+01,0.088,0.112,0.002,0.01
1.28E+01,0.088,0.06,0.002,-0.004
1.28E+01,0.088,0.112,0.002,0.01
1.28E+01,0.088,0.068,0.002,-0.004
1.28E+01,0.088,0.112,0.004,0.01
1.28E+01,0.088,0.068,0.004,-0.006
1.28E+01,0.088,0.112,0.002,0.01
1.28E+01,0.092,0.064,0.004,-0.004
1.28E+01,0.092,0.112,0.002,0.01
1.28E+01,0.088,0.072,0.002,-0.004
1.28E+01,0.092,0.112,0.002,0.014
1.28E+01,0.092,0.064,0.004,-0.008
1.28E+01,0.092,0.112,0.004,0.016
1.28E+01,0.092,0.068,0.002,-0.006
1.28E+01,0.092,0.116,0.002,0.014
1.29E+01,0.092,0.06,0.002,-0.004
1.29E+01,0.092,0.116,0.002,0.01
1.29E+01,0.092,0.068,0.004,-0.004
1.29E+01,0.092,0.116,0.002,0.012
1.29E+01,0.092,0.068,0.004,-0.004
1.29E+01,0.092,0.116,0.002,0.01
1.29E+01,0.092,0.064,0.004,-0.004
1.29E+01,0.092,0.116,0.002,0.01
1.29E+01,0.092,0.068,0.004,-0.006
1.29E+01,0.092,0.116,0.004,0.01
1.29E+01,0.092,0.064,0.004,-0.006
1.29E+01,0.092,0.116,0.002,0.012
1.29E+01,0.092,0.072,0.004,-0.004
1.30E+01,0.092,0.116,0.004,0.01
1.30E+01,0.092,0.064,0.002,-0.004
1.30E+01,0.092,0.116,0.004,0.012
1.30E+01,0.092,0.068,0.004,-0.004
1.30E+01,0.092,0.12,0.004,0.012
1.30E+01,0.092,0.068,0.002,-0.008
1.30E+01,0.092,0.116,0.002,0.014
1.30E+01,0.096,0.064,0.002,-0.004
1.30E+01,0.092,0.12,0.006,0.012
1.30E+01,0.096,0.068,0.004,-0.006
1.30E+01,0.096,0.116,0.002,0.014
1.30E+01,0.096,0.068,0.004,-0.004
1.30E+01,0.096,0.12,0.004,0.01
1.31E+01,0.096,0.072,0.004,-0.004
1.31E+01,0.096,0.12,0.004,0.012
1.31E+01,0.096,0.068,0.004,-0.004
1.31E+01,0.096,0.12,0.004,0.012
1.31E+01,0.096,0.076,0.004,-0.004
1.31E+01,0.096,0.12,0.002,0.012
1.31E+01,0.096,0.068,0.004,-0.004
1.31E+01,0.096,0.12,0.004,0.012
1.31E+01,0.096,0.076,0.004,-0.002
1.31E+01,0.096,0.12,0.004,0.01
1.31E+01,0.096,0.068,0.004,-0.004
1.31E+01,0.096,0.12,0.002,0.014
1.31E+01,0.096,0.072,0.004,-0.008
1.32E+01,0.096,0.12,0.004,0.016
1.32E+01,0.096,0.072,0.004,-0.004
1.32E+01,0.096,0.12,0.004,0.012
1.32E+01,0.096,0.068,0.004,-0.004
1.32E+01,0.096,0.12,0.004,0.014
1.32E+01,0.096,0.076,0.002,-0.004
1.32E+01,0.096,0.124,0.004,0.012
1.32E+01,0.096,0.068,0.004,-0.004
1.32E+01,0.1,0.12,0.006,0.012
1.32E+01,0.1,0.076,0.004,-0.004
1.32E+01,0.1,0.124,0.004,0.01
1.32E+01,0.1,0.072,0.002,-0.004
1.32E+01,0.1,0.124,0.004,0.012
1.33E+01,0.1,0.072,0.004,-0.004
1.33E+01,0.1,0.124,0.006,0.012
1.33E+01,0.1,0.076,0.004,-0.002
1.33E+01,0.1,0.124,0.004,0.01
1.33E+01,0.1,0.072,0.004,-0.004
1.33E+01,0.1,0.124,0.004,0.014
1.33E+01,0.1,0.076,0.004,-0.006
1.33E+01,0.1,0.124,0.004,0.014
1.33E+01,0.1,0.072,0.006,-0.012
1.33E+01,0.1,0.124,0.004,0.012
1.33E+01,0.1,0.08,0.004,-0.002
1.33E+01,0.1,0.124,0.002,0.012
1.33E+01,0.1,0.076,0.004,-0.004
1.34E+01,0.1,0.124,0.004,0.014
1.34E+01,0.1,0.072,0.006,-0.002
1.34E+01,0.1,0.124,0.004,0.012
1.34E+01,0.1,0.072,0.004,-0.004
1.34E+01,0.1,0.124,0.004,0.012
1.34E+01,0.1,0.072,0.004,-0.002
1.34E+01,0.1,0.124,0.004,0.012
1.34E+01,0.1,0.076,0.006,-0.002
1.34E+01,0.1,0.124,0.006,0.012
1.34E+01,0.1,0.076,0.004,-0.002
1.34E+01,0.1,0.124,0.004,0.012
1.34E+01,0.104,0.08,0.004,-0.004
1.34E+01,0.104,0.124,0.004,0.014
1.35E+01,0.1,0.072,0.004,-0.006
1.35E+01,0.104,0.124,0.006,0.012
1.35E+01,0.104,0.08,0.002,-0.006
1.35E+01,0.104,0.128,0.004,0.016
1.35E+01,0.104,0.076,0.004,-0.004
1.35E+01,0.104,0.124,0.004,0.012
1.35E+01,0.104,0.072,0.004,-0.004
1.35E+01,0.104,0.128,0.006,0.014
1.35E+01,0.104,0.076,0.004,-0.002
1.35E+01,0.104,0.128,0.004,0.012
1.35E+01,0.104,0.076,0.004,-0.002
1.35E+01,0.104,0.128,0.004,0.012
1.35E+01,0.104,0.076,0.004,-0.002
1.36E+01,0.104,0.128,0.004,0.012
1.36E+01,0.104,0.076,0.006,-0.002
1.36E+01,0.104,0.128,0.006,0.012
1.36E+01,0.104,0.084,0.004,-0.002
1.36E+01,0.104,0.128,0.004,0.012
1.36E+01,0.104,0.076,0.006,-0.004
1.36E+01,0.104,0.128,0.006,0.014
1.36E+01,0.104,0.084,0.006,-0.002
1.36E+01,0.104,0.128,0.006,0.014
1.36E+01,0.104,0.08,0.006,-0.004
1.36E+01,0.104,0.128,0.004,0.014
1.36E+01,0.104,0.084,0.004,-0.006
1.36E+01,0.104,0.128,0.006,0.014
1.37E+01,0.104,0.08,0.006,-0.004
1.37E+01,0.104,0.128,0.004,0.014
1.37E+01,0.108,0.08,0.004,-0.002
1.37E+01,0.108,0.132,0.004,0.016
1.37E+01,0.108,0.084,0.006,-0.002
1.37E+01,0.108,0.128,0.004,0.012
1.37E+01,0.108,0.08,0.004,-0.002
1.37E+01,0.108,0.132,0.006,0.012
1.37E+01,0.108,0.084,0.006,-0.002
1.37E+01,0.108,0.132,0.004,0.012
1.37E+01,0.108,0.08,0.004,-0.004
1.37E+01,0.108,0.132,0.004,0.012
1.37E+01,0.108,0.084,0.006,-0.002
1.38E+01,0.108,0.132,0.006,0.012
1.38E+01,0.108,0.08,0.004,-0.004
1.38E+01,0.108,0.132,0.006,0.014
1.38E+01,0.108,0.08,0.004,-0.006
1.38E+01,0.108,0.132,0.006,0.018
1.38E+01,0.108,0.088,0.004,-0.004
1.38E+01,0.108,0.132,0.008,0.014
1.38E+01,0.108,0.08,0.006,-0.004
1.38E+01,0.108,0.132,0.006,0.014
1.38E+01,0.108,0.088,0.004,-0.002
1.38E+01,0.108,0.136,0.004,0.016
1.38E+01,0.108,0.08,0.006,-0.002
1.38E+01,0.108,0.132,0.004,0.012
1.39E+01,0.108,0.08,0.006,-0.002
1.39E+01,0.108,0.132,0.006,0.012
1.39E+01,0.108,0.084,0.006,-0.002
1.39E+01,0.112,0.132,0.004,0.012
1.39E+01,0.112,0.08,0.004,-0.002
1.39E+01,0.112,0.136,0.006,0.012
1.39E+01,0.112,0.084,0.006,-0.004
1.39E+01,0.112,0.132,0.004,0.012
1.39E+01,0.112,0.084,0.006,-0.002
1.39E+01,0.112,0.132,0.004,0.012
1.39E+01,0.112,0.088,0.004,-0.002
1.39E+01,0.112,0.136,0.004,0.014
1.39E+01,0.112,0.084,0.006,-0.01
1.40E+01,0.112,0.136,0.006,0.018
1.40E+01,0.112,0.092,0.004,-0.004
1.40E+01,0.112,0.136,0.006,0.014
1.40E+01,0.112,0.084,0.006,-0.004
1.40E+01,0.112,0.136,0.006,0.016
1.40E+01,0.112,0.088,0.006,-0.002
1.40E+01,0.112,0.136,0.006,0.012
1.40E+01,0.112,0.084,0.006,-0.002
1.40E+01,0.112,0.136,0.006,0.014
