Model,DPO2012,,,
Firmware Version,1.39,,,
,,,,
Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,4,,,
Sample Interval,0.00768049,,,
Filter Frequency,14,,,
Record Length,5200,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.1,,0.5,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
-3.00E-01,-0.02,-0.064,-0.09,-0.29
-2.92E-01,-0.02,0.032,-0.09,0.11
-2.84E-01,-0.02,-0.072,-0.09,-0.29
-2.77E-01,-0.02,0.024,-0.09,0.11
-2.69E-01,-0.02,-0.064,-0.09,-0.29
-2.61E-01,-0.02,0.032,-0.09,0.11
-2.53E-01,-0.02,-0.072,-0.09,-0.31
-2.46E-01,-0.02,0.024,-0.11,0.11
-2.38E-01,-0.02,-0.064,-0.11,-0.31
-2.30E-01,-0.02,0.032,-0.11,0.11
-2.23E-01,-0.02,-0.072,-0.11,-0.31
-2.15E-01,-0.02,0.032,-0.11,0.11
-2.07E-01,-0.016,-0.068,-0.11,-0.31
-2.00E-01,-0.016,0.032,-0.11,0.11
-1.92E-01,-0.016,-0.064,-0.11,-0.31
-1.84E-01,-0.016,0.036,-0.11,0.11
-1.77E-01,-0.016,-0.072,-0.11,-0.31
-1.69E-01,-0.016,0.028,-0.11,0.11
-1.61E-01,-0.016,-0.064,-0.11,-0.31
-1.54E-01,-0.016,0.032,-0.11,0.11
-1.46E-01,-0.016,-0.072,-0.11,-0.31
-1.38E-01,-0.016,0.028,-0.11,0.11
-1.31E-01,-0.016,-0.064,-0.11,-0.31
-1.23E-01,-0.016,0.036,-0.11,0.09
-1.15E-01,-0.016,-0.072,-0.11,-0.31
-1.08E-01,-0.016,0.028,-0.11,0.09
-9.98E-02,-0.016,-0.064,-0.11,-0.31
-9.22E-02,-0.016,0.036,-0.11,0.11
-8.45E-02,-0.016,-0.064,-0.11,-0.31
-7.68E-02,-0.016,0.032,-0.11,0.11
-6.91E-02,-0.016,-0.072,-0.11,-0.31
-6.14E-02,-0.016,0.036,-0.11,0.09
-5.38E-02,-0.016,-0.064,-0.11,-0.31
-4.61E-02,-0.016,0.036,-0.11,0.11
-3.84E-02,-0.016,-0.068,-0.09,-0.29
-3.07E-02,-0.016,0.032,-0.09,0.11
-2.30E-02,-0.016,-0.064,-0.09,-0.29
-1.54E-02,-0.016,0.036,-0.09,0.11
-7.68E-03,-0.016,-0.068,-0.09,-0.29
-1.70E-13,-0.016,0.028,-0.09,0.11
7.68E-03,-0.016,-0.068,-0.09,-0.29
1.54E-02,-0.016,0.036,-0.07,0.13
2.30E-02,-0.016,-0.068,-0.07,-0.27
3.07E-02,-0.016,0.028,-0.07,0.13
3.84E-02,-0.016,-0.068,-0.07,-0.27
4.61E-02,-0.016,0.036,-0.07,0.13
5.38E-02,-0.016,-0.064,-0.07,-0.27
6.14E-02,-0.016,0.024,-0.07,0.15
6.91E-02,-0.016,-0.068,-0.07,-0.27
7.68E-02,-0.016,0.028,-0.07,0.13
8.45E-02,-0.016,-0.06,-0.07,-0.27
9.22E-02,-0.016,0.036,-0.07,0.13
9.98E-02,-0.016,-0.068,-0.07,-0.27
1.08E-01,-0.016,0.028,-0.07,0.13
1.15E-01,-0.016,-0.064,-0.07,-0.27
1.23E-01,-0.016,0.036,-0.07,0.13
1.31E-01,-0.016,-0.072,-0.07,-0.29
1.38E-01,-0.016,0.028,-0.09,0.13
1.46E-01,-0.016,-0.06,-0.09,-0.29
1.54E-01,-0.016,0.032,-0.09,0.13
1.61E-01,-0.016,-0.068,-0.09,-0.29
1.69E-01,-0.016,0.036,-0.09,0.13
1.77E-01,-0.016,-0.06,-0.09,-0.29
1.84E-01,-0.016,0.028,-0.09,0.13
1.92E-01,-0.016,-0.064,-0.09,-0.29
2.00E-01,-0.016,0.036,-0.09,0.13
2.07E-01,-0.016,-0.068,-0.09,-0.29
2.15E-01,-0.016,0.028,-0.09,0.13
2.23E-01,-0.016,-0.06,-0.09,-0.29
2.30E-01,-0.016,0.04,-0.09,0.13
2.38E-01,-0.016,-0.068,-0.09,-0.27
2.46E-01,-0.016,0.028,-0.09,0.13
2.53E-01,-0.016,-0.06,-0.07,-0.29
2.61E-01,-0.016,0.04,-0.09,0.13
2.69E-01,-0.016,-0.068,-0.07,-0.29
2.77E-01,-0.016,0.032,-0.09,0.13
2.84E-01,-0.012,-0.06,-0.07,-0.27
2.92E-01,-0.012,0.036,-0.07,0.13
3.00E-01,-0.012,-0.064,-0.07,-0.27
3.07E-01,-0.012,0.036,-0.07,0.13
3.15E-01,-0.012,-0.068,-0.07,-0.27
3.23E-01,-0.012,0.036,-0.07,0.13
3.30E-01,-0.012,-0.06,-0.07,-0.27
3.38E-01,-0.012,0.04,-0.07,0.13
3.46E-01,-0.012,-0.068,-0.07,-0.27
3.53E-01,-0.012,0.032,-0.07,0.13
3.61E-01,-0.012,-0.06,-0.07,-0.27
3.69E-01,-0.012,0.04,-0.07,0.13
3.76E-01,-0.012,-0.068,-0.07,-0.27
3.84E-01,-0.012,0.028,-0.07,0.13
3.92E-01,-0.012,-0.064,-0.07,-0.27
3.99E-01,-0.012,0.036,-0.07,0.13
4.07E-01,-0.012,-0.06,-0.07,-0.27
4.15E-01,-0.012,0.028,-0.07,0.13
4.22E-01,-0.012,-0.064,-0.07,-0.27
4.30E-01,-0.012,0.04,-0.07,0.13
4.38E-01,-0.012,-0.056,-0.07,-0.27
4.45E-01,-0.012,0.028,-0.07,0.13
4.53E-01,-0.012,-0.068,-0.07,-0.27
4.61E-01,-0.012,0.032,-0.07,0.13
4.69E-01,-0.012,-0.06,-0.07,-0.27
4.76E-01,-0.012,0.04,-0.07,0.13
4.84E-01,-0.012,-0.068,-0.07,-0.27
4.92E-01,-0.012,0.032,-0.07,0.13
4.99E-01,-0.012,-0.06,-0.07,-0.27
5.07E-01,-0.012,0.04,-0.07,0.13
5.15E-01,-0.012,-0.064,-0.07,-0.27
5.22E-01,-0.012,0.032,-0.07,0.13
5.30E-01,-0.012,-0.056,-0.09,-0.29
5.38E-01,-0.012,0.028,-0.07,0.13
5.45E-01,-0.012,-0.064,-0.09,-0.27
5.53E-01,-0.012,0.04,-0.07,0.13
5.61E-01,-0.012,-0.068,-0.07,-0.27
5.68E-01,-0.012,0.032,-0.07,0.13
5.76E-01,-0.012,-0.06,-0.07,-0.27
5.84E-01,-0.012,0.04,-0.07,0.13
5.91E-01,-0.012,-0.064,-0.07,-0.27
5.99E-01,-0.012,0.032,-0.07,0.13
6.07E-01,-0.012,-0.06,-0.07,-0.27
6.14E-01,-0.012,0.04,-0.07,0.13
6.22E-01,-0.012,-0.064,-0.07,-0.27
6.30E-01,-0.012,0.032,-0.07,0.13
6.37E-01,-0.012,-0.056,-0.07,-0.27
6.45E-01,-0.012,0.04,-0.07,0.13
6.53E-01,-0.012,-0.064,-0.07,-0.27
6.61E-01,-0.012,0.04,-0.07,0.13
6.68E-01,-0.012,-0.06,-0.07,-0.27
6.76E-01,-0.012,0.04,-0.07,0.13
6.84E-01,-0.012,-0.064,-0.07,-0.27
6.91E-01,-0.012,0.04,-0.07,0.13
6.99E-01,-0.012,-0.056,-0.07,-0.27
7.07E-01,-0.012,0.032,-0.07,0.15
7.14E-01,-0.012,-0.056,-0.07,-0.27
7.22E-01,-0.012,0.04,-0.05,0.15
7.30E-01,-0.012,-0.064,-0.05,-0.25
7.37E-01,-0.012,0.036,-0.05,0.15
7.45E-01,-0.012,-0.056,-0.05,-0.25
7.53E-01,-0.012,0.04,-0.05,0.15
7.60E-01,-0.012,-0.064,-0.05,-0.25
7.68E-01,-0.012,0.032,-0.05,0.15
7.76E-01,-0.012,-0.056,-0.05,-0.25
7.83E-01,-0.012,0.04,-0.05,0.15
7.91E-01,-0.012,-0.056,-0.05,-0.25
7.99E-01,-0.012,0.032,-0.05,0.17
8.06E-01,-0.012,-0.064,-0.05,-0.25
8.14E-01,-0.012,0.044,-0.05,0.17
8.22E-01,-0.012,-0.056,-0.05,-0.25
8.29E-01,-0.012,0.04,-0.05,0.17
8.37E-01,-0.008,-0.064,-0.05,-0.25
8.45E-01,-0.008,0.04,-0.05,0.15
8.53E-01,-0.008,-0.052,-0.05,-0.25
8.60E-01,-0.008,0.044,-0.05,0.15
8.68E-01,-0.008,-0.064,-0.05,-0.25
8.76E-01,-0.008,0.032,-0.05,0.15
8.83E-01,-0.008,-0.056,-0.05,-0.27
8.91E-01,-0.008,0.044,-0.05,0.15
8.99E-01,-0.008,-0.06,-0.05,-0.25
9.06E-01,-0.008,0.032,-0.05,0.15
9.14E-01,-0.008,-0.064,-0.07,-0.27
9.22E-01,-0.008,0.044,-0.07,0.15
9.29E-01,-0.008,-0.06,-0.07,-0.27
9.37E-01,-0.008,0.032,-0.05,0.15
9.45E-01,-0.008,-0.06,-0.05,-0.25
9.52E-01,-0.008,0.036,-0.05,0.15
9.60E-01,-0.008,-0.056,-0.05,-0.25
9.68E-01,-0.008,0.044,-0.05,0.15
9.75E-01,-0.008,-0.064,-0.05,-0.25
9.83E-01,-0.008,0.032,-0.05,0.17
9.91E-01,-0.008,-0.06,-0.05,-0.25
9.98E-01,-0.008,0.044,-0.05,0.17
1.01E+00,-0.008,-0.06,-0.05,-0.25
1.01E+00,-0.008,0.036,-0.05,0.17
1.02E+00,-0.008,-0.056,-0.05,-0.25
1.03E+00,-0.008,0.044,-0.05,0.17
1.04E+00,-0.008,-0.064,-0.05,-0.25
1.04E+00,-0.008,0.044,-0.05,0.17
1.05E+00,-0.008,-0.056,-0.05,-0.25
1.06E+00,-0.008,0.032,-0.05,0.15
1.07E+00,-0.008,-0.06,-0.05,-0.25
1.08E+00,-0.008,0.044,-0.05,0.17
1.08E+00,-0.008,-0.064,-0.05,-0.25
1.09E+00,-0.008,0.036,-0.05,0.17
1.10E+00,-0.008,-0.052,-0.05,-0.25
1.11E+00,-0.008,0.044,-0.05,0.17
1.11E+00,-0.008,-0.06,-0.05,-0.25
1.12E+00,-0.008,0.036,-0.05,0.17
1.13E+00,-0.008,-0.052,-0.05,-0.25
1.14E+00,-0.008,0.044,-0.05,0.17
1.14E+00,-0.008,-0.06,-0.05,-0.25
1.15E+00,-0.008,0.036,-0.05,0.17
1.16E+00,-0.008,-0.052,-0.05,-0.25
1.17E+00,-0.008,0.044,-0.05,0.17
1.18E+00,-0.008,-0.056,-0.05,-0.25
1.18E+00,-0.008,0.04,-0.05,0.17
1.19E+00,-0.008,-0.06,-0.05,-0.25
1.20E+00,-0.008,0.044,-0.05,0.17
1.21E+00,-0.008,-0.052,-0.05,-0.25
1.21E+00,-0.008,0.044,-0.05,0.17
1.22E+00,-0.008,-0.06,-0.05,-0.25
1.23E+00,-0.008,0.036,-0.05,0.17
1.24E+00,-0.008,-0.052,-0.05,-0.25
1.24E+00,-0.008,0.044,-0.05,0.17
1.25E+00,-0.008,-0.06,-0.05,-0.25
1.26E+00,-0.008,0.036,-0.05,0.17
1.27E+00,-0.008,-0.06,-0.05,-0.25
1.28E+00,-0.008,0.048,-0.05,0.17
1.28E+00,-0.008,-0.056,-0.05,-0.25
1.29E+00,-0.008,0.036,-0.05,0.17
1.30E+00,-0.008,-0.06,-0.05,-0.25
1.31E+00,-0.008,0.048,-0.03,0.17
1.31E+00,-0.008,-0.052,-0.03,-0.23
1.32E+00,-0.008,0.04,-0.03,0.17
1.33E+00,-0.008,-0.06,-0.03,-0.25
1.34E+00,-0.008,0.044,-0.03,0.17
1.34E+00,-0.008,-0.056,-0.03,-0.23
1.35E+00,-0.008,0.044,-0.03,0.17
1.36E+00,-0.008,-0.06,-0.03,-0.23
1.37E+00,-0.008,0.04,-0.03,0.17
1.37E+00,-0.008,-0.056,-0.03,-0.23
1.38E+00,-0.004,0.048,-0.03,0.17
1.39E+00,-0.004,-0.06,-0.03,-0.23
1.40E+00,-0.004,0.036,-0.03,0.17
1.41E+00,-0.004,-0.052,-0.03,-0.23
1.41E+00,-0.004,0.048,-0.03,0.19
1.42E+00,-0.004,-0.06,-0.03,-0.23
1.43E+00,-0.004,0.036,-0.03,0.17
1.44E+00,-0.004,-0.056,-0.03,-0.23
1.44E+00,-0.004,0.04,-0.03,0.17
1.45E+00,-0.004,-0.056,-0.03,-0.23
1.46E+00,-0.004,0.044,-0.03,0.17
1.47E+00,-0.004,-0.056,-0.03,-0.23
1.47E+00,-0.004,0.04,-0.03,0.17
1.48E+00,-0.004,-0.052,-0.03,-0.23
1.49E+00,-0.004,0.048,-0.03,0.19
1.50E+00,-0.004,-0.056,-0.03,-0.25
1.51E+00,-0.004,0.04,-0.03,0.17
1.51E+00,-0.004,-0.048,-0.05,-0.25
1.52E+00,-0.004,0.044,-0.05,0.17
1.53E+00,-0.004,-0.056,-0.05,-0.25
1.54E+00,-0.004,0.044,-0.05,0.17
1.54E+00,-0.004,-0.048,-0.05,-0.25
1.55E+00,-0.004,0.048,-0.05,0.17
1.56E+00,-0.004,-0.056,-0.05,-0.25
1.57E+00,-0.004,0.044,-0.05,0.17
1.57E+00,-0.004,-0.048,-0.05,-0.25
1.58E+00,-0.004,0.036,-0.05,0.17
1.59E+00,-0.004,-0.048,-0.05,-0.25
1.60E+00,-0.004,0.048,-0.05,0.17
1.61E+00,-0.004,-0.056,-0.05,-0.25
1.61E+00,-0.004,0.04,-0.05,0.17
1.62E+00,-0.004,-0.052,-0.05,-0.25
1.63E+00,-0.004,0.048,-0.05,0.17
1.64E+00,-0.004,-0.056,-0.05,-0.25
1.64E+00,-0.004,0.04,-0.05,0.15
1.65E+00,-0.004,-0.052,-0.05,-0.25
1.66E+00,-0.004,0.048,-0.05,0.17
1.67E+00,-0.004,-0.052,-0.05,-0.25
1.67E+00,-0.004,0.04,-0.05,0.17
1.68E+00,-0.004,-0.056,-0.05,-0.25
1.69E+00,-0.004,0.048,-0.05,0.17
1.70E+00,-0.004,-0.052,-0.05,-0.25
1.71E+00,-0.004,0.044,-0.05,0.17
1.71E+00,-0.004,-0.052,-0.05,-0.25
1.72E+00,-0.004,0.048,-0.03,0.17
1.73E+00,-0.004,-0.052,-0.05,-0.25
1.74E+00,-0.004,0.052,-0.03,0.17
1.74E+00,-0.004,-0.056,-0.05,-0.25
1.75E+00,-0.004,0.044,-0.03,0.17
1.76E+00,-0.004,-0.048,-0.05,-0.25
1.77E+00,-0.004,0.052,-0.03,0.17
1.77E+00,-0.004,-0.056,-0.03,-0.25
1.78E+00,-0.004,0.04,-0.03,0.17
1.79E+00,-0.004,-0.052,-0.03,-0.25
1.80E+00,-0.004,0.048,-0.03,0.17
1.80E+00,-0.004,-0.052,-0.03,-0.25
1.81E+00,-0.004,0.04,-0.03,0.17
1.82E+00,-0.004,-0.056,-0.03,-0.23
1.83E+00,-0.004,0.044,-0.03,0.17
1.84E+00,-0.004,-0.052,-0.03,-0.23
1.84E+00,-0.004,0.052,-0.03,0.17
1.85E+00,-0.004,-0.052,-0.03,-0.23
1.86E+00,-0.004,0.04,-0.03,0.19
1.87E+00,-0.004,-0.048,-0.03,-0.23
1.87E+00,-0.004,0.048,-0.03,0.19
1.88E+00,-0.004,-0.052,-0.03,-0.23
1.89E+00,-0.004,0.044,-0.03,0.19
1.90E+00,-0.004,-0.048,-0.03,-0.23
1.90E+00,2.86E-09,0.048,-0.03,0.19
1.91E+00,2.86E-09,-0.056,-0.03,-0.23
1.92E+00,2.86E-09,0.048,-0.03,0.19
1.93E+00,2.86E-09,-0.048,-0.03,-0.23
1.94E+00,2.86E-09,0.048,-0.03,0.19
1.94E+00,2.86E-09,-0.056,-0.03,-0.23
1.95E+00,2.86E-09,0.052,-0.03,0.19
1.96E+00,2.86E-09,-0.052,-0.03,-0.23
1.97E+00,2.86E-09,0.044,-0.03,0.19
1.97E+00,2.86E-09,-0.048,-0.03,-0.23
1.98E+00,2.86E-09,0.052,-0.03,0.19
1.99E+00,2.86E-09,-0.056,-0.00999999,-0.23
2.00E+00,2.86E-09,0.044,-0.00999999,0.19
2.00E+00,2.86E-09,-0.048,-0.00999999,-0.23
2.01E+00,2.86E-09,0.052,-0.00999999,0.19
2.02E+00,2.86E-09,-0.056,-0.00999999,-0.23
2.03E+00,2.86E-09,0.044,-0.00999999,0.19
2.04E+00,2.86E-09,-0.048,-0.00999999,-0.23
2.04E+00,2.86E-09,0.052,-0.00999999,0.19
2.05E+00,2.86E-09,-0.056,-0.00999999,-0.21
2.06E+00,2.86E-09,0.048,-0.00999999,0.19
2.07E+00,2.86E-09,-0.048,-0.00999999,-0.21
2.07E+00,2.86E-09,0.052,-0.00999999,0.21
2.08E+00,2.86E-09,-0.048,-0.00999999,-0.21
2.09E+00,2.86E-09,0.048,-0.00999999,0.21
2.10E+00,2.86E-09,-0.056,-0.00999999,-0.21
2.10E+00,2.86E-09,0.048,-0.00999999,0.21
2.11E+00,2.86E-09,-0.048,-0.00999999,-0.21
2.12E+00,2.86E-09,0.052,-0.00999999,0.21
2.13E+00,2.86E-09,-0.052,-0.00999999,-0.19
2.14E+00,2.86E-09,0.044,-0.00999999,0.21
2.14E+00,2.86E-09,-0.048,-0.00999999,-0.21
2.15E+00,2.86E-09,0.052,-0.00999999,0.21
2.16E+00,2.86E-09,-0.048,-0.00999999,-0.21
2.17E+00,2.86E-09,0.044,0.01,0.21
2.17E+00,2.86E-09,-0.052,0.01,-0.21
2.18E+00,2.86E-09,0.052,0.01,0.21
2.19E+00,2.86E-09,-0.048,0.01,-0.21
2.20E+00,2.86E-09,0.04,0.01,0.21
2.20E+00,2.86E-09,-0.052,0.01,-0.21
2.21E+00,2.86E-09,0.052,0.01,0.21
2.22E+00,2.86E-09,-0.044,0.01,-0.19
2.23E+00,2.86E-09,0.048,0.01,0.21
2.24E+00,2.86E-09,-0.056,0.01,-0.19
2.24E+00,2.86E-09,0.044,0.01,0.21
2.25E+00,2.86E-09,-0.048,0.01,-0.21
2.26E+00,2.86E-09,0.052,0.01,0.21
2.27E+00,2.86E-09,-0.052,0.01,-0.19
2.27E+00,2.86E-09,0.044,0.01,0.21
2.28E+00,2.86E-09,-0.044,0.01,-0.19
2.29E+00,2.86E-09,0.052,0.01,0.21
2.30E+00,2.86E-09,-0.048,0.01,-0.19
2.30E+00,2.86E-09,0.044,0.01,0.21
2.31E+00,2.86E-09,-0.052,0.01,-0.21
2.32E+00,2.86E-09,0.044,0.01,0.21
2.33E+00,2.86E-09,-0.052,0.01,-0.19
2.33E+00,2.86E-09,0.052,0.01,0.21
2.34E+00,2.86E-09,-0.052,0.01,-0.19
2.35E+00,2.86E-09,0.048,0.01,0.21
2.36E+00,2.86E-09,-0.044,0.01,-0.19
2.37E+00,2.86E-09,0.052,0.01,0.21
2.37E+00,2.86E-09,-0.052,0.01,-0.21
2.38E+00,2.86E-09,0.044,0.01,0.21
2.39E+00,2.86E-09,-0.044,0.01,-0.19
2.40E+00,2.86E-09,0.052,0.01,0.21
2.40E+00,2.86E-09,-0.052,0.01,-0.19
2.41E+00,2.86E-09,0.052,0.01,0.21
2.42E+00,2.86E-09,-0.044,0.01,-0.21
2.43E+00,0.004,0.052,0.01,0.21
2.43E+00,0.004,-0.052,0.01,-0.19
2.44E+00,0.004,0.056,0.01,0.21
2.45E+00,0.004,-0.048,0.01,-0.19
2.46E+00,0.004,0.052,0.01,0.23
2.47E+00,0.004,-0.044,0.01,-0.19
2.47E+00,0.004,0.052,0.01,0.23
2.48E+00,0.004,-0.052,0.01,-0.21
2.49E+00,0.004,0.048,0.01,0.23
2.50E+00,0.004,-0.044,0.01,-0.19
2.50E+00,0.004,0.056,0.01,0.21
2.51E+00,0.004,-0.052,0.01,-0.21
2.52E+00,0.004,0.048,0.01,0.23
2.53E+00,0.004,-0.044,0.01,-0.19
2.53E+00,0.004,0.056,0.01,0.21
2.54E+00,0.004,-0.044,0.01,-0.19
2.55E+00,0.004,0.044,0.01,0.23
2.56E+00,0.004,-0.048,0.01,-0.19
2.57E+00,0.004,0.052,0.01,0.23
2.57E+00,0.004,-0.044,0.01,-0.19
2.58E+00,0.004,0.048,0.01,0.23
2.59E+00,0.004,-0.048,0.01,-0.19
2.60E+00,0.004,0.056,0.01,0.23
2.60E+00,0.004,-0.04,0.01,-0.19
2.61E+00,0.004,0.056,0.01,0.23
2.62E+00,0.004,-0.048,0.01,-0.19
2.63E+00,0.004,0.048,0.01,0.21
2.63E+00,0.004,-0.044,0.01,-0.19
2.64E+00,0.004,0.056,0.01,0.23
2.65E+00,0.004,-0.048,0.01,-0.19
2.66E+00,0.004,0.048,0.01,0.23
2.67E+00,0.004,-0.048,0.01,-0.19
2.67E+00,0.004,0.056,0.01,0.23
2.68E+00,0.004,-0.048,0.01,-0.19
2.69E+00,0.004,0.048,0.01,0.23
2.70E+00,0.004,-0.048,0.01,-0.19
2.70E+00,0.004,0.056,0.01,0.23
2.71E+00,0.004,-0.044,0.01,-0.19
2.72E+00,0.004,0.044,0.01,0.23
2.73E+00,0.004,-0.048,0.01,-0.19
2.73E+00,0.004,0.052,0.01,0.23
2.74E+00,0.004,-0.044,0.01,-0.19
2.75E+00,0.004,0.056,0.01,0.23
2.76E+00,0.004,-0.048,0.01,-0.19
2.77E+00,0.004,0.048,0.01,0.23
2.77E+00,0.004,-0.044,0.01,-0.19
2.78E+00,0.004,0.056,0.01,0.23
2.79E+00,0.004,-0.048,0.01,-0.19
2.80E+00,0.004,0.048,0.01,0.23
2.80E+00,0.004,-0.044,0.01,-0.19
2.81E+00,0.004,0.056,0.01,0.23
2.82E+00,0.004,-0.048,0.01,-0.19
2.83E+00,0.004,0.06,0.01,0.23
2.83E+00,0.004,-0.044,0.03,-0.19
2.84E+00,0.004,0.048,0.01,0.23
2.85E+00,0.004,-0.048,0.03,-0.19
2.86E+00,0.004,0.06,0.01,0.23
2.86E+00,0.004,-0.048,0.03,-0.19
2.87E+00,0.004,0.048,0.03,0.23
2.88E+00,0.004,-0.04,0.03,-0.17
2.89E+00,0.004,0.06,0.03,0.23
2.90E+00,0.004,-0.048,0.03,-0.17
2.90E+00,0.004,0.052,0.03,0.25
2.91E+00,0.004,-0.04,0.03,-0.17
2.92E+00,0.004,0.056,0.03,0.25
2.93E+00,0.004,-0.048,0.03,-0.17
2.93E+00,0.004,0.052,0.03,0.25
2.94E+00,0.004,-0.04,0.03,-0.17
2.95E+00,0.004,0.056,0.03,0.25
2.96E+00,0.004,-0.04,0.03,-0.17
2.96E+00,0.004,0.056,0.03,0.25
2.97E+00,0.004,-0.048,0.03,-0.17
2.98E+00,0.004,0.056,0.03,0.25
2.99E+00,0.004,-0.04,0.03,-0.17
3.00E+00,0.004,0.056,0.03,0.25
3.00E+00,0.008,-0.048,0.03,-0.17
3.01E+00,0.008,0.052,0.03,0.25
3.02E+00,0.008,-0.04,0.03,-0.17
3.03E+00,0.008,0.056,0.03,0.25
3.03E+00,0.008,-0.044,0.05,-0.17
3.04E+00,0.008,0.052,0.03,0.25
3.05E+00,0.008,-0.044,0.05,-0.15
3.06E+00,0.008,0.06,0.05,0.25
3.06E+00,0.008,-0.04,0.05,-0.15
3.07E+00,0.008,0.048,0.05,0.27
3.08E+00,0.008,-0.044,0.05,-0.15
3.09E+00,0.008,0.06,0.05,0.27
3.10E+00,0.008,-0.044,0.05,-0.15
3.10E+00,0.008,0.052,0.05,0.27
3.11E+00,0.008,-0.044,0.05,-0.15
3.12E+00,0.008,0.052,0.05,0.27
3.13E+00,0.008,-0.04,0.05,-0.15
3.13E+00,0.008,0.06,0.05,0.27
3.14E+00,0.008,-0.044,0.05,-0.15
3.15E+00,0.008,0.052,0.05,0.27
3.16E+00,0.008,-0.04,0.05,-0.15
3.16E+00,0.008,0.06,0.05,0.27
3.17E+00,0.008,-0.048,0.05,-0.15
3.18E+00,0.008,0.052,0.05,0.27
3.19E+00,0.008,-0.04,0.05,-0.15
3.20E+00,0.008,0.048,0.05,0.27
3.20E+00,0.008,-0.04,0.05,-0.15
3.21E+00,0.008,0.064,0.05,0.27
3.22E+00,0.008,-0.048,0.05,-0.15
3.23E+00,0.008,0.052,0.05,0.27
3.23E+00,0.008,-0.036,0.05,-0.15
3.24E+00,0.008,0.06,0.05,0.27
3.25E+00,0.008,-0.044,0.05,-0.15
3.26E+00,0.008,0.052,0.05,0.27
3.26E+00,0.008,-0.04,0.05,-0.15
3.27E+00,0.008,0.06,0.05,0.27
3.28E+00,0.008,-0.044,0.05,-0.15
3.29E+00,0.008,0.056,0.05,0.27
3.29E+00,0.008,-0.036,0.05,-0.15
3.30E+00,0.008,0.06,0.05,0.27
3.31E+00,0.008,-0.044,0.05,-0.15
3.32E+00,0.008,0.056,0.07,0.27
3.33E+00,0.008,-0.04,0.05,-0.15
3.33E+00,0.008,0.06,0.07,0.27
3.34E+00,0.008,-0.04,0.07,-0.15
3.35E+00,0.008,0.06,0.07,0.27
3.36E+00,0.008,-0.044,0.07,-0.15
3.36E+00,0.008,0.052,0.07,0.29
3.37E+00,0.008,-0.036,0.07,-0.15
3.38E+00,0.008,0.064,0.07,0.29
3.39E+00,0.008,-0.044,0.07,-0.15
3.39E+00,0.008,0.056,0.07,0.27
3.40E+00,0.008,-0.04,0.07,-0.15
3.41E+00,0.008,0.06,0.07,0.27
3.42E+00,0.008,-0.044,0.07,-0.15
3.43E+00,0.008,0.052,0.07,0.29
3.43E+00,0.008,-0.036,0.07,-0.15
3.44E+00,0.008,0.06,0.07,0.29
3.45E+00,0.008,-0.04,0.07,-0.15
3.46E+00,0.008,0.056,0.07,0.29
3.46E+00,0.008,-0.04,0.07,-0.13
3.47E+00,0.012,0.064,0.07,0.29
3.48E+00,0.012,-0.04,0.07,-0.15
3.49E+00,0.012,0.06,0.07,0.29
3.49E+00,0.012,-0.044,0.07,-0.13
3.50E+00,0.012,0.06,0.07,0.29
3.51E+00,0.012,-0.036,0.07,-0.13
3.52E+00,0.012,0.06,0.07,0.29
3.53E+00,0.012,-0.044,0.07,-0.13
3.53E+00,0.012,0.052,0.07,0.29
3.54E+00,0.012,-0.036,0.07,-0.13
3.55E+00,0.012,0.064,0.07,0.29
3.56E+00,0.012,-0.04,0.07,-0.13
3.56E+00,0.012,0.052,0.07,0.29
3.57E+00,0.012,-0.04,0.07,-0.13
3.58E+00,0.012,0.064,0.07,0.29
3.59E+00,0.012,-0.036,0.07,-0.13
3.59E+00,0.012,0.056,0.07,0.29
3.60E+00,0.012,-0.04,0.07,-0.13
3.61E+00,0.012,0.056,0.07,0.29
3.62E+00,0.012,-0.036,0.07,-0.13
3.63E+00,0.012,0.064,0.07,0.29
3.63E+00,0.012,-0.044,0.07,-0.13
3.64E+00,0.012,0.056,0.07,0.29
3.65E+00,0.012,-0.036,0.07,-0.13
3.66E+00,0.012,0.064,0.07,0.29
3.66E+00,0.012,-0.04,0.07,-0.13
3.67E+00,0.012,0.056,0.09,0.29
3.68E+00,0.012,-0.036,0.09,-0.13
3.69E+00,0.012,0.064,0.09,0.29
3.69E+00,0.012,-0.04,0.09,-0.13
3.70E+00,0.012,0.064,0.09,0.29
3.71E+00,0.012,-0.032,0.09,-0.13
3.72E+00,0.012,0.056,0.09,0.29
3.73E+00,0.012,-0.04,0.09,-0.13
3.73E+00,0.012,0.064,0.09,0.29
3.74E+00,0.012,-0.04,0.09,-0.11
3.75E+00,0.012,0.056,0.09,0.29
3.76E+00,0.012,-0.032,0.09,-0.11
3.76E+00,0.012,0.068,0.09,0.31
3.77E+00,0.012,-0.04,0.09,-0.11
3.78E+00,0.012,0.056,0.09,0.31
3.79E+00,0.012,-0.032,0.09,-0.11
3.79E+00,0.012,0.064,0.09,0.31
3.80E+00,0.012,-0.04,0.09,-0.11
3.81E+00,0.012,0.06,0.09,0.31
